customer_id,age,gender,plan_type,signup_date,last_payment_date,num_payments,num_logins,num_streams,num_devices,payment_method,city,areacode,num_support_calls,monthly_price,avg_time_on_netflix,payment_failure,preferred_language,watch_history,churn
496,34,female,basic,2021-03-14 04:27:01.764352871,2021-03-14 04:27:01.764352871,4,23,809,2,credit_card,Miami,106,9,17.445305974283222,102.95669035757143,True,English,drama,1
497,29,male,standard,2021-03-14 07:57:01.404280856,2021-03-14 07:57:01.404280856,11,6,851,1,paypal,New York,104,8,18.979647332506417,73.1770541687389,True,French,comedy,0
498,41,male,standard,2021-03-14 11:27:01.044208842,2021-03-14 11:27:01.044208842,10,22,94,2,paypal,Los Angeles,107,10,13.377954661049055,116.09037466173564,True,Spanish,documentary,0
499,49,male,basic,2021-03-14 14:57:00.684136828,2021-03-14 14:57:00.684136828,1,30,937,4,credit_card,New York,106,9,7.880889577155244,44.04186202164545,True,Spanish,action,1
500,39,male,basic,2021-03-14 18:27:00.324064813,2021-03-14 18:27:00.324064813,2,9,104,4,credit_card,Houston,101,2,10.327485885656227,26.907555738484763,False,Spanish,documentary,1
501,26,male,basic,2021-03-14 21:56:59.963992799,2021-03-14 21:56:59.963992799,3,28,121,5,debit_card,New York,105,5,17.517456943903795,50.98353900059893,False,English,action,0
502,49,male,premium,2021-03-15 01:26:59.603920784,2021-03-15 01:26:59.603920784,11,3,423,2,paypal,New York,105,0,11.384557802073992,70.30251449063846,False,French,action,0
503,35,female,standard,2021-03-15 04:56:59.243848770,2021-03-15 04:56:59.243848770,10,1,73,2,debit_card,Miami,100,9,8.24135051342292,26.65476830446045,False,Spanish,action,1
504,40,male,standard,2021-03-15 08:26:58.883776756,2021-03-15 08:26:58.883776756,10,22,883,3,credit_card,Miami,107,9,12.36234266488826,68.26948900047555,True,French,drama,0
505,55,male,standard,2021-03-15 11:56:58.523704741,2021-03-15 11:56:58.523704741,7,13,296,2,credit_card,New York,104,3,5.895248346004256,101.87379224267485,True,Spanish,drama,0
506,33,male,basic,2021-03-15 15:26:58.163632727,2021-03-15 15:26:58.163632727,10,4,288,3,credit_card,Los Angeles,104,2,15.833700391671965,14.979125754394609,True,French,documentary,1
507,45,female,premium,2021-03-15 18:56:57.803560712,2021-03-15 18:56:57.803560712,12,19,747,2,credit_card,Los Angeles,106,4,13.473511665452982,58.73312901896426,False,Spanish,documentary,0
508,33,male,premium,2021-03-15 22:26:57.443488698,2021-03-15 22:26:57.443488698,4,27,680,3,credit_card,Los Angeles,109,9,11.30036115076091,79.37381973964195,False,Spanish,action,1
509,20,female,standard,2021-03-16 01:56:57.083416684,2021-03-16 01:56:57.083416684,5,4,274,2,paypal,Miami,105,9,13.027375988924096,75.28096298907258,True,Spanish,drama,1
510,19,male,standard,2021-03-16 05:26:56.723344669,2021-03-16 05:26:56.723344669,4,27,630,5,paypal,Miami,100,1,18.305352433266087,53.759183059103854,True,English,action,1
511,55,male,basic,2021-03-16 08:56:56.363272655,2021-03-16 08:56:56.363272655,10,5,486,2,credit_card,New York,109,2,9.860198443406862,31.094348321284905,False,English,comedy,1
512,45,male,premium,2021-03-16 12:26:56.003200640,2021-03-16 12:26:56.003200640,5,20,757,3,paypal,New York,107,9,15.359866618941966,62.11770979361066,False,Spanish,documentary,0
513,55,male,standard,2021-03-16 15:56:55.643128626,2021-03-16 15:56:55.643128626,6,26,408,1,debit_card,Los Angeles,102,9,12.097036497483344,68.83982095722553,True,French,comedy,0
514,23,male,basic,2021-03-16 19:26:55.283056612,2021-03-16 19:26:55.283056612,4,29,914,1,debit_card,New York,102,7,9.240857648028804,77.52202067279194,True,English,drama,1
515,37,male,basic,2021-03-16 22:56:54.922984597,2021-03-16 22:56:54.922984597,8,3,235,1,debit_card,Los Angeles,104,0,11.224873566331368,52.209415344276714,False,French,drama,0
516,47,female,basic,2021-03-17 02:26:54.562912583,2021-03-17 02:26:54.562912583,1,29,4,3,credit_card,New York,103,3,8.925202266945444,50.120608970836,False,English,action,0
517,49,male,standard,2021-03-17 05:56:54.202840568,2021-03-17 05:56:54.202840568,10,15,390,3,debit_card,Houston,108,10,8.350960518273345,111.18332638396608,True,French,action,0
518,23,male,premium,2021-03-17 09:26:53.842768554,2021-03-17 09:26:53.842768554,1,18,996,3,paypal,Los Angeles,108,0,14.276600656745092,34.31398883506879,False,French,comedy,1
519,54,male,standard,2021-03-17 12:56:53.482696540,2021-03-17 12:56:53.482696540,12,1,306,1,credit_card,Los Angeles,101,3,17.641753225163015,42.002953279110464,False,Spanish,drama,1
520,42,male,basic,2021-03-17 16:26:53.122624525,2021-03-17 16:26:53.122624525,10,28,922,4,paypal,Los Angeles,104,6,8.536690577690083,82.53447490781981,False,French,documentary,0
521,26,female,basic,2021-03-17 19:56:52.762552511,2021-03-17 19:56:52.762552511,5,20,969,4,credit_card,Houston,100,0,17.93494185026235,45.710567789039764,False,Spanish,documentary,1
522,28,female,premium,2021-03-17 23:26:52.402480496,2021-03-17 23:26:52.402480496,2,23,438,5,debit_card,New York,109,8,15.402377512163492,74.30244653344388,False,Spanish,drama,0
523,55,male,premium,2021-03-18 02:56:52.042408482,2021-03-18 02:56:52.042408482,1,2,57,1,debit_card,Houston,100,8,14.892157855960397,91.66592708471583,True,Spanish,documentary,1
524,39,male,basic,2021-03-18 06:26:51.682336468,2021-03-18 06:26:51.682336468,5,26,870,3,paypal,Houston,103,1,10.29488776876818,17.38203075511108,True,English,action,0
525,50,male,standard,2021-03-18 09:56:51.322264453,2021-03-18 09:56:51.322264453,9,22,385,1,debit_card,Houston,108,4,18.422595333303306,112.17039938340533,False,English,documentary,0
526,47,male,standard,2021-03-18 13:26:50.962192439,2021-03-18 13:26:50.962192439,8,22,87,3,paypal,Miami,101,2,18.98132340961264,101.657598430023,True,English,documentary,1
527,41,male,premium,2021-03-18 16:56:50.602120424,2021-03-18 16:56:50.602120424,6,8,329,1,debit_card,Houston,103,9,14.602127377772305,91.68318448385259,False,French,documentary,0
528,33,male,basic,2021-03-18 20:26:50.242048410,2021-03-18 20:26:50.242048410,6,9,92,2,credit_card,Houston,108,9,10.632979261885826,40.73829706708351,True,French,action,0
529,28,male,premium,2021-03-18 23:56:49.881976396,2021-03-18 23:56:49.881976396,8,3,654,2,paypal,Miami,100,1,9.86981108754022,110.51774585598429,False,English,comedy,0
530,24,male,standard,2021-03-19 03:26:49.521904381,2021-03-19 03:26:49.521904381,2,11,406,4,debit_card,Los Angeles,105,3,18.74659433623558,81.5478849365343,True,Spanish,drama,0
531,26,male,standard,2021-03-19 06:56:49.161832367,2021-03-19 06:56:49.161832367,5,26,709,3,credit_card,Los Angeles,108,2,17.28300051862427,27.2475220739453,False,English,documentary,0
532,34,male,basic,2021-03-19 10:26:48.801760352,2021-03-19 10:26:48.801760352,12,19,847,2,credit_card,New York,103,0,9.615404039282794,57.13884226830473,True,English,drama,0
533,29,female,basic,2021-03-19 13:56:48.441688338,2021-03-19 13:56:48.441688338,5,13,655,3,paypal,Miami,101,10,5.027385479601576,38.41672637327671,False,English,comedy,0
534,43,male,basic,2021-03-19 17:26:48.081616324,2021-03-19 17:26:48.081616324,1,22,803,1,debit_card,New York,105,0,16.582458983659418,66.149061740774,True,English,drama,1
535,26,male,basic,2021-03-19 20:56:47.721544309,2021-03-19 20:56:47.721544309,7,30,159,3,debit_card,Miami,104,4,14.72356316565778,29.159218569806747,False,English,drama,0
536,21,female,standard,2021-03-20 00:26:47.361472295,2021-03-20 00:26:47.361472295,6,7,345,4,debit_card,Houston,104,7,7.430279843160497,101.80484127100236,False,English,action,0
537,58,female,standard,2021-03-20 03:56:47.001400280,2021-03-20 03:56:47.001400280,10,28,330,1,debit_card,Houston,106,7,7.7409545699966005,92.01762523637967,False,Spanish,comedy,0
538,32,female,standard,2021-03-20 07:26:46.641328266,2021-03-20 07:26:46.641328266,9,23,934,5,paypal,Houston,102,1,8.155803025649124,30.131937120384762,False,English,action,0
539,41,female,premium,2021-03-20 10:56:46.281256252,2021-03-20 10:56:46.281256252,7,13,179,4,debit_card,New York,108,4,7.220146294438024,12.701921299731392,False,French,action,0
540,22,female,basic,2021-03-20 14:26:45.921184237,2021-03-20 14:26:45.921184237,5,11,163,1,credit_card,Los Angeles,100,9,7.473188185568613,60.523559252911305,True,French,comedy,0
541,44,male,standard,2021-03-20 17:56:45.561112223,2021-03-20 17:56:45.561112223,3,3,739,5,paypal,Miami,106,1,5.985181191436941,67.57733534045911,False,English,comedy,0
542,31,male,standard,2021-03-20 21:26:45.201040208,2021-03-20 21:26:45.201040208,3,24,632,1,debit_card,Miami,106,6,6.643633601210507,110.06893491845499,False,French,drama,1
543,46,female,standard,2021-03-21 00:56:44.840968194,2021-03-21 00:56:44.840968194,11,27,631,4,debit_card,New York,102,0,17.573963798208048,43.732512877782426,False,French,action,0
544,28,female,premium,2021-03-21 04:26:44.480896180,2021-03-21 04:26:44.480896180,8,3,186,2,paypal,New York,106,2,7.303909219399051,116.36807429546992,True,Spanish,comedy,1
545,54,male,standard,2021-03-21 07:56:44.120824165,2021-03-21 07:56:44.120824165,2,25,310,1,credit_card,Los Angeles,103,5,6.41396063294528,78.45722811310807,False,Spanish,drama,0
546,47,female,premium,2021-03-21 11:26:43.760752151,2021-03-21 11:26:43.760752151,11,29,390,4,paypal,Los Angeles,100,2,10.500697020447747,66.2374085598015,False,French,drama,1
547,34,male,basic,2021-03-21 14:56:43.400680136,2021-03-21 14:56:43.400680136,5,16,46,5,paypal,Los Angeles,100,5,8.211316753711593,48.318206336484735,True,French,comedy,0
548,35,female,standard,2021-03-21 18:26:43.040608122,2021-03-21 18:26:43.040608122,7,18,111,5,paypal,Los Angeles,106,10,14.320083863757892,102.57832928984598,False,Spanish,action,0
549,50,male,premium,2021-03-21 21:56:42.680536108,2021-03-21 21:56:42.680536108,4,28,337,3,paypal,Miami,108,1,19.880078860641706,81.55927585682048,True,French,action,0
550,51,female,standard,2021-03-22 01:26:42.320464093,2021-03-22 01:26:42.320464093,10,23,831,3,paypal,New York,108,0,7.260386965183132,101.28362118587712,True,French,drama,1
551,42,female,basic,2021-03-22 04:56:41.960392079,2021-03-22 04:56:41.960392079,1,13,72,2,paypal,Los Angeles,103,0,9.95972233035509,24.794247214136046,True,Spanish,action,0
552,19,female,basic,2021-03-22 08:26:41.600320064,2021-03-22 08:26:41.600320064,10,2,549,5,credit_card,Houston,103,6,16.73207905774052,13.887380422830745,True,English,comedy,1
553,41,male,standard,2021-03-22 11:56:41.240248050,2021-03-22 11:56:41.240248050,8,12,446,5,debit_card,Miami,101,7,6.8338074303059,59.45262288859194,False,Spanish,documentary,0
554,23,male,premium,2021-03-22 15:26:40.880176036,2021-03-22 15:26:40.880176036,1,11,671,5,debit_card,Los Angeles,108,9,14.012326508231247,38.28667364083324,False,English,drama,0
555,56,female,standard,2021-03-22 18:56:40.520104021,2021-03-22 18:56:40.520104021,9,18,199,5,debit_card,New York,109,10,18.525626539973384,57.33679371001887,True,English,drama,1
556,53,male,basic,2021-03-22 22:26:40.160032007,2021-03-22 22:26:40.160032007,9,21,566,5,paypal,Los Angeles,101,5,13.941480625294496,56.38196665062418,False,Spanish,drama,1
557,20,female,basic,2021-03-23 01:56:39.799959992,2021-03-23 01:56:39.799959992,11,20,64,2,paypal,New York,106,4,19.896300322759508,22.245354857457095,True,English,drama,0
558,24,male,standard,2021-03-23 05:26:39.439887978,2021-03-23 05:26:39.439887978,5,25,34,4,debit_card,Houston,105,4,18.30997002687474,102.63586284485825,True,English,drama,1
559,39,male,basic,2021-03-23 08:56:39.079815963,2021-03-23 08:56:39.079815963,2,2,888,1,paypal,New York,108,6,8.869642588820259,73.0355551715494,False,Spanish,comedy,1
560,47,male,basic,2021-03-23 12:26:38.719743949,2021-03-23 12:26:38.719743949,3,7,913,5,debit_card,Los Angeles,107,2,19.01474926356185,26.005788046127655,False,Spanish,drama,1
561,29,male,basic,2021-03-23 15:56:38.359671935,2021-03-23 15:56:38.359671935,2,18,446,1,paypal,Miami,107,1,11.46556052146326,35.909792118020135,True,English,action,0
562,50,female,standard,2021-03-23 19:26:37.999599920,2021-03-23 19:26:37.999599920,11,15,229,1,paypal,Los Angeles,106,0,10.140885993935031,103.38852953179354,True,Spanish,action,0
563,26,male,basic,2021-03-23 22:56:37.639527906,2021-03-23 22:56:37.639527906,6,11,832,3,debit_card,Los Angeles,106,1,14.32959871320916,29.975002880050454,False,French,action,0
564,44,male,premium,2021-03-24 02:26:37.279455891,2021-03-24 02:26:37.279455891,5,20,454,4,credit_card,Miami,102,2,6.200005425197106,80.83336816165388,False,French,comedy,0
565,23,female,premium,2021-03-24 05:56:36.919383877,2021-03-24 05:56:36.919383877,5,6,525,1,credit_card,Miami,104,10,5.55660300226524,26.09722583251067,True,French,action,0
566,38,male,premium,2021-03-24 09:26:36.559311863,2021-03-24 09:26:36.559311863,1,14,846,4,credit_card,Miami,104,1,13.849232630423941,91.82668886448592,True,Spanish,action,0
567,58,male,standard,2021-03-24 12:56:36.199239848,2021-03-24 12:56:36.199239848,8,10,22,4,paypal,Miami,106,9,6.169907253621046,23.863568676672983,True,Spanish,action,1
568,33,female,premium,2021-03-24 16:26:35.839167834,2021-03-24 16:26:35.839167834,11,9,602,1,debit_card,Los Angeles,100,3,7.127125392201856,45.75676124084612,True,English,action,1
569,59,male,premium,2021-03-24 19:56:35.479095819,2021-03-24 19:56:35.479095819,12,28,456,5,debit_card,Los Angeles,101,6,19.992064240423122,117.5939628643076,True,English,documentary,0
570,37,female,premium,2021-03-24 23:26:35.119023805,2021-03-24 23:26:35.119023805,11,16,869,3,debit_card,Miami,100,10,5.378039957801141,31.02778876883589,True,French,comedy,0
571,20,female,basic,2021-03-25 02:56:34.758951791,2021-03-25 02:56:34.758951791,7,23,956,5,debit_card,Miami,103,3,15.420034500571044,77.98617565954504,False,French,drama,0
572,33,female,standard,2021-03-25 06:26:34.398879776,2021-03-25 06:26:34.398879776,7,21,622,2,debit_card,Houston,101,1,19.12202282406933,47.775313078722625,True,English,documentary,0
573,57,male,premium,2021-03-25 09:56:34.038807762,2021-03-25 09:56:34.038807762,6,29,588,1,paypal,Los Angeles,102,9,11.457864619727683,104.6983282039266,True,English,documentary,1
574,29,female,standard,2021-03-25 13:26:33.678735747,2021-03-25 13:26:33.678735747,8,24,267,3,paypal,Miami,106,6,13.670773343455375,55.49528044525151,True,English,documentary,1
575,35,female,standard,2021-03-25 16:56:33.318663733,2021-03-25 16:56:33.318663733,1,25,754,3,debit_card,Los Angeles,106,6,9.269514775290101,17.980378251899566,False,Spanish,drama,1
576,42,male,basic,2021-03-25 20:26:32.958591719,2021-03-25 20:26:32.958591719,10,20,969,4,paypal,Miami,102,2,12.193854059022595,13.597877692973452,False,French,action,1
577,54,female,standard,2021-03-25 23:56:32.598519704,2021-03-25 23:56:32.598519704,7,19,565,3,paypal,Miami,109,10,18.726691102564573,65.65963900791445,True,English,comedy,1
578,35,male,premium,2021-03-26 03:26:32.238447690,2021-03-26 03:26:32.238447690,10,1,762,2,paypal,Houston,106,1,6.127522327780678,59.3166008137604,False,French,comedy,1
579,41,female,standard,2021-03-26 06:56:31.878375675,2021-03-26 06:56:31.878375675,11,6,563,5,debit_card,Los Angeles,103,8,16.996962469735248,118.94797565495084,False,French,action,1
580,37,male,basic,2021-03-26 10:26:31.518303661,2021-03-26 10:26:31.518303661,7,8,51,1,debit_card,Miami,100,3,8.22988847713529,118.95796512782763,False,French,documentary,1
581,47,male,basic,2021-03-26 13:56:31.158231647,2021-03-26 13:56:31.158231647,6,15,609,1,credit_card,Miami,106,4,13.699517821541548,83.56927702832877,True,English,action,0
582,43,female,premium,2021-03-26 17:26:30.798159632,2021-03-26 17:26:30.798159632,11,30,595,4,debit_card,Miami,105,4,10.076654635871527,31.140515923514208,False,English,documentary,0
583,33,male,standard,2021-03-26 20:56:30.438087618,2021-03-26 20:56:30.438087618,12,17,906,1,debit_card,Los Angeles,109,7,7.756281152898602,101.27084281535909,False,French,documentary,0
584,41,male,basic,2021-03-27 00:26:30.078015603,2021-03-27 00:26:30.078015603,9,6,998,1,credit_card,New York,100,0,18.867952126562386,72.9618701660543,True,French,comedy,0
585,18,female,premium,2021-03-27 03:56:29.717943589,2021-03-27 03:56:29.717943589,12,4,195,1,debit_card,Los Angeles,109,9,18.50479981882284,26.63021370025845,True,French,documentary,0
586,56,female,premium,2021-03-27 07:26:29.357871575,2021-03-27 07:26:29.357871575,12,8,610,5,paypal,Miami,107,0,8.345862059369628,44.13209105548739,True,Spanish,documentary,1
587,57,female,premium,2021-03-27 10:56:28.997799560,2021-03-27 10:56:28.997799560,11,26,189,5,paypal,Los Angeles,107,1,14.960946587940738,63.889690297758676,True,Spanish,comedy,0
588,27,male,premium,2021-03-27 14:26:28.637727546,2021-03-27 14:26:28.637727546,5,25,253,2,credit_card,Los Angeles,104,2,9.443934588108567,18.242701279895364,True,English,action,1
589,52,male,premium,2021-03-27 17:56:28.277655531,2021-03-27 17:56:28.277655531,12,13,878,4,paypal,Miami,107,2,8.980648690032611,37.22804542605419,True,French,action,1
590,54,female,premium,2021-03-27 21:26:27.917583517,2021-03-27 21:26:27.917583517,5,8,416,1,credit_card,Houston,102,5,19.033654746802824,17.918279151287926,True,Spanish,action,1
591,30,female,standard,2021-03-28 00:56:27.557511503,2021-03-28 00:56:27.557511503,9,3,952,5,paypal,Houston,101,1,15.075284963687102,25.83390558842318,True,English,drama,0
592,22,female,premium,2021-03-28 04:26:27.197439488,2021-03-28 04:26:27.197439488,10,30,181,4,paypal,Los Angeles,100,5,15.955052826084755,20.803580095974382,False,Spanish,comedy,1
593,42,male,basic,2021-03-28 07:56:26.837367474,2021-03-28 07:56:26.837367474,5,21,622,5,paypal,Los Angeles,103,0,8.5120686195805,27.379816946647967,True,English,comedy,1
594,53,female,basic,2021-03-28 11:26:26.477295459,2021-03-28 11:26:26.477295459,12,5,492,2,debit_card,Los Angeles,106,3,16.366246962292067,26.419808642137518,False,French,comedy,1
595,25,male,premium,2021-03-28 14:56:26.117223445,2021-03-28 14:56:26.117223445,6,1,415,4,debit_card,Los Angeles,102,5,16.263533022516583,59.63602282039407,True,French,comedy,0
596,56,male,standard,2021-03-28 18:26:25.757151431,2021-03-28 18:26:25.757151431,3,27,686,1,paypal,Miami,104,3,13.010869046279709,107.46292081318202,False,French,action,0
597,31,male,standard,2021-03-28 21:56:25.397079416,2021-03-28 21:56:25.397079416,6,13,235,5,paypal,Los Angeles,109,0,16.280717144381814,77.28574467506901,False,Spanish,documentary,0
598,21,male,standard,2021-03-29 01:26:25.037007402,2021-03-29 01:26:25.037007402,4,10,921,1,debit_card,Houston,100,2,19.15197465042383,21.928712120869083,False,Spanish,comedy,1
599,56,female,premium,2021-03-29 04:56:24.676935387,2021-03-29 04:56:24.676935387,8,3,991,1,paypal,Miami,100,6,9.721537961228268,108.6055255031209,True,English,action,0
600,30,male,premium,2021-03-29 08:26:24.316863373,2021-03-29 08:26:24.316863373,1,20,859,4,debit_card,New York,100,0,12.638129780601613,24.779000268256812,False,French,comedy,0
601,19,male,premium,2021-03-29 11:56:23.956791359,2021-03-29 11:56:23.956791359,11,1,673,2,credit_card,Los Angeles,102,5,12.631028046153983,116.17192861474526,True,French,action,0
602,32,male,basic,2021-03-29 15:26:23.596719344,2021-03-29 15:26:23.596719344,3,23,564,2,paypal,Houston,109,6,7.044197418566361,22.818487711526743,True,French,action,0
603,34,male,basic,2021-03-29 18:56:23.236647330,2021-03-29 18:56:23.236647330,3,29,975,1,paypal,Houston,108,8,6.833617192209164,117.71547571849851,False,Spanish,action,1
604,44,male,standard,2021-03-29 22:26:22.876575315,2021-03-29 22:26:22.876575315,3,18,36,2,paypal,Houston,107,1,13.977488374736243,100.14446998116891,True,English,comedy,1
605,56,female,premium,2021-03-30 01:56:22.516503301,2021-03-30 01:56:22.516503301,9,16,938,2,paypal,Miami,106,6,19.43690498271138,114.86692922032886,True,English,comedy,1
606,34,female,premium,2021-03-30 05:26:22.156431287,2021-03-30 05:26:22.156431287,7,14,60,1,credit_card,Miami,106,3,16.82996388348637,65.4094820660234,True,English,documentary,1
607,18,female,basic,2021-03-30 08:56:21.796359272,2021-03-30 08:56:21.796359272,10,3,103,3,paypal,Los Angeles,106,6,16.913213227708802,96.61858846301531,True,English,documentary,1
608,23,male,basic,2021-03-30 12:26:21.436287258,2021-03-30 12:26:21.436287258,5,8,256,4,paypal,Houston,102,3,14.005846933382086,13.650466749093514,True,Spanish,drama,1
609,39,female,premium,2021-03-30 15:56:21.076215243,2021-03-30 15:56:21.076215243,7,30,725,1,debit_card,Houston,106,7,7.015064070928359,39.82629294724718,True,French,action,1
610,20,male,premium,2021-03-30 19:26:20.716143229,2021-03-30 19:26:20.716143229,10,30,162,3,credit_card,Miami,100,8,8.44191081366556,79.53855363108174,True,Spanish,action,1
611,37,female,premium,2021-03-30 22:56:20.356071215,2021-03-30 22:56:20.356071215,1,6,275,1,paypal,Los Angeles,108,1,11.826508119626212,80.38017947388482,False,French,documentary,1
612,36,male,premium,2021-03-31 02:26:19.995999200,2021-03-31 02:26:19.995999200,12,1,328,3,credit_card,Los Angeles,108,4,7.791197433768957,31.42552271709827,True,English,action,0
613,59,male,basic,2021-03-31 05:56:19.635927186,2021-03-31 05:56:19.635927186,11,1,594,1,paypal,Houston,100,4,13.695447498881443,77.91171070116476,False,French,comedy,1
614,34,female,standard,2021-03-31 09:26:19.275855171,2021-03-31 09:26:19.275855171,1,26,844,3,credit_card,Los Angeles,104,8,8.0286120598021,32.88056572050017,False,French,drama,1
615,21,male,premium,2021-03-31 12:56:18.915783157,2021-03-31 12:56:18.915783157,3,2,726,2,debit_card,Los Angeles,107,1,13.808109961333761,28.328714532899063,False,English,documentary,1
616,53,male,basic,2021-03-31 16:26:18.555711143,2021-03-31 16:26:18.555711143,11,26,77,5,credit_card,New York,106,6,13.88195420881033,11.833709859775132,False,French,comedy,1
617,25,male,basic,2021-03-31 19:56:18.195639128,2021-03-31 19:56:18.195639128,4,28,12,2,credit_card,Los Angeles,104,9,5.835215316534375,118.59130105534943,False,Spanish,drama,1
618,20,female,basic,2021-03-31 23:26:17.835567114,2021-03-31 23:26:17.835567114,1,6,579,2,paypal,Los Angeles,100,7,19.20960919948004,74.10475024014329,False,Spanish,drama,0
619,37,male,premium,2021-04-01 02:56:17.475495099,2021-04-01 02:56:17.475495099,9,8,854,1,paypal,Houston,104,1,19.876792691929825,119.80725307225974,False,English,documentary,0
620,46,male,standard,2021-04-01 06:26:17.115423085,2021-04-01 06:26:17.115423085,6,1,678,3,credit_card,Houston,102,9,5.798647763092854,93.80048198971903,True,French,action,0
621,24,female,standard,2021-04-01 09:56:16.755351071,2021-04-01 09:56:16.755351071,8,12,270,2,debit_card,Miami,107,1,14.650659988689025,98.04487488069726,True,English,comedy,0
622,33,female,standard,2021-04-01 13:26:16.395279056,2021-04-01 13:26:16.395279056,8,5,438,4,paypal,Miami,102,1,6.098015205389796,66.97595221449707,True,English,action,1
623,28,female,standard,2021-04-01 16:56:16.035207042,2021-04-01 16:56:16.035207042,1,4,501,1,credit_card,Los Angeles,101,6,10.025774906957283,54.369198435274036,False,English,action,1
624,59,male,premium,2021-04-01 20:26:15.675135027,2021-04-01 20:26:15.675135027,6,5,442,1,debit_card,Miami,109,0,18.07779032587685,112.29179165285473,False,Spanish,action,0
625,24,female,premium,2021-04-01 23:56:15.315063013,2021-04-01 23:56:15.315063013,5,28,958,1,paypal,Miami,101,6,17.532098100747685,80.23083951533208,False,Spanish,comedy,1
626,26,male,premium,2021-04-02 03:26:14.954990999,2021-04-02 03:26:14.954990999,10,30,228,3,credit_card,New York,105,3,9.07630331114196,88.22703518182541,True,Spanish,comedy,1
627,43,male,basic,2021-04-02 06:56:14.594918984,2021-04-02 06:56:14.594918984,8,28,508,4,credit_card,Miami,101,6,14.752580443715596,102.5174033423412,False,French,comedy,1
628,50,female,standard,2021-04-02 10:26:14.234846970,2021-04-02 10:26:14.234846970,6,2,625,5,debit_card,Houston,103,5,5.583530166540188,33.44984800928601,True,French,comedy,0
629,35,male,premium,2021-04-02 13:56:13.874774955,2021-04-02 13:56:13.874774955,5,1,624,3,paypal,Miami,108,3,17.378430808612407,111.25527077985325,False,English,action,0
630,25,male,premium,2021-04-02 17:26:13.514702941,2021-04-02 17:26:13.514702941,3,3,813,3,debit_card,Los Angeles,102,5,9.032827194599495,83.56932150894475,True,English,documentary,1
631,42,female,standard,2021-04-02 20:56:13.154630927,2021-04-02 20:56:13.154630927,8,24,521,2,debit_card,New York,104,5,17.946235543055806,28.79037683235155,False,English,drama,0
632,46,male,premium,2021-04-03 00:26:12.794558912,2021-04-03 00:26:12.794558912,6,10,452,1,paypal,Miami,106,4,13.38672319379951,56.049856304365626,True,French,comedy,0
633,55,female,basic,2021-04-03 03:56:12.434486898,2021-04-03 03:56:12.434486898,11,15,65,5,debit_card,Los Angeles,107,1,17.40011014803402,20.1371598649969,False,Spanish,action,1
634,53,male,premium,2021-04-03 07:26:12.074414883,2021-04-03 07:26:12.074414883,12,6,443,4,debit_card,Miami,100,9,17.720445875520852,64.28983397905444,True,Spanish,action,1
635,42,male,standard,2021-04-03 10:56:11.714342869,2021-04-03 10:56:11.714342869,12,19,260,3,paypal,Houston,106,1,15.761309305087659,56.41048347158565,False,English,action,0
636,24,male,standard,2021-04-03 14:26:11.354270855,2021-04-03 14:26:11.354270855,5,28,976,1,paypal,Los Angeles,106,10,12.646417649454838,20.476803091656024,True,English,documentary,1
637,36,male,basic,2021-04-03 17:56:10.994198840,2021-04-03 17:56:10.994198840,7,15,155,3,paypal,Los Angeles,102,9,9.654913003538933,48.38666159782151,False,French,drama,0
638,26,male,premium,2021-04-03 21:26:10.634126826,2021-04-03 21:26:10.634126826,10,22,697,5,debit_card,Houston,105,3,5.402864330594484,91.15262162722834,True,Spanish,documentary,1
639,32,male,premium,2021-04-04 00:56:10.274054811,2021-04-04 00:56:10.274054811,4,6,187,1,paypal,Houston,109,3,9.299221767900283,82.80854755529612,False,Spanish,documentary,0
640,24,female,basic,2021-04-04 04:26:09.913982797,2021-04-04 04:26:09.913982797,1,26,684,2,credit_card,Miami,104,3,18.162274178587822,73.23785938682883,True,English,drama,0
641,29,female,basic,2021-04-04 07:56:09.553910782,2021-04-04 07:56:09.553910782,11,17,726,1,credit_card,Los Angeles,105,10,7.765295302283892,118.27033902520328,False,English,action,1
642,30,female,premium,2021-04-04 11:26:09.193838768,2021-04-04 11:26:09.193838768,3,23,236,4,paypal,Miami,106,0,8.402691573117469,105.28521897292487,True,French,comedy,1
643,36,female,basic,2021-04-04 14:56:08.833766754,2021-04-04 14:56:08.833766754,1,24,770,1,paypal,New York,109,9,14.826323499213258,115.63168800935541,False,French,comedy,0
644,55,male,standard,2021-04-04 18:26:08.473694739,2021-04-04 18:26:08.473694739,5,30,25,2,credit_card,Houston,104,10,18.518427751666625,81.84854823888486,True,Spanish,drama,1
645,50,female,premium,2021-04-04 21:56:08.113622725,2021-04-04 21:56:08.113622725,1,11,336,5,credit_card,Houston,102,8,10.820558079966085,86.2622162398838,True,French,comedy,1
646,56,female,basic,2021-04-05 01:26:07.753550710,2021-04-05 01:26:07.753550710,12,19,822,4,debit_card,New York,102,3,13.321790941378676,78.77452704600702,False,Spanish,drama,0
647,37,female,standard,2021-04-05 04:56:07.393478696,2021-04-05 04:56:07.393478696,6,20,546,5,paypal,New York,109,7,14.717890429594338,34.519647664776045,False,Spanish,drama,1
648,57,male,standard,2021-04-05 08:26:07.033406682,2021-04-05 08:26:07.033406682,11,23,476,5,paypal,Los Angeles,105,0,6.894817706688906,94.60183752913453,False,Spanish,action,1
