customer_id,age,gender,income,marital_status,education_level,account_balance,credit_score,credit_limit,payment_history,payment_method,data_usage,voice_usage,sms_usage,roaming_usage,contract_type,plan_type,service_quality,customer_service_calls,churn
customer_1375,32,male,71695,married,high school,4328,783,20350,late,credit card,22,394,52,40,postpaid,basic,fair,0,1
customer_1376,74,female,34197,married,college,2609,503,5293,on time,cash,6,182,25,53,prepaid,premium,fair,0,0
customer_1377,21,female,58089,single,high school,3105,678,11373,on time,cash,44,383,94,7,postpaid,premium,fair,8,1
customer_1378,39,male,138216,married,high school,162,482,13737,on time,credit card,5,222,82,32,postpaid,basic,good,8,1
customer_1379,46,female,30324,single,college,628,562,47350,late,credit card,45,391,94,51,prepaid,basic,good,0,0
customer_1380,56,female,50997,married,high school,4174,514,48035,on time,credit card,39,115,78,34,postpaid,basic,good,4,1
customer_1381,72,male,85795,single,graduate,726,679,49090,on time,credit card,41,297,35,45,postpaid,basic,fair,3,0
customer_1382,62,female,34252,married,high school,3356,583,10459,on time,cash,18,310,81,57,prepaid,premium,good,3,0
customer_1383,62,male,105986,married,high school,1187,810,42810,on time,credit card,38,291,21,55,prepaid,basic,good,1,1
customer_1384,30,female,102560,married,college,3222,810,11114,on time,debit card,14,418,65,93,prepaid,basic,fair,6,0
customer_1385,79,female,112289,married,college,910,590,45621,on time,debit card,0,353,73,10,prepaid,premium,poor,2,0
customer_1386,63,female,20917,single,graduate,1350,504,34641,on time,credit card,20,385,19,44,postpaid,premium,fair,0,0
customer_1387,68,male,116409,single,graduate,2419,377,32356,on time,debit card,41,251,39,23,postpaid,premium,good,6,0
customer_1388,26,female,143992,single,college,608,849,7105,on time,credit card,10,144,71,36,postpaid,basic,fair,3,1
customer_1389,22,female,27070,single,college,1022,830,25912,on time,debit card,8,275,67,65,postpaid,basic,fair,4,1
customer_1390,58,male,81432,married,graduate,-412,308,42330,on time,debit card,12,67,97,49,prepaid,premium,fair,5,0
customer_1391,57,female,102518,single,high school,2818,513,5748,late,credit card,9,98,84,90,prepaid,premium,poor,9,1
customer_1392,58,female,25283,single,graduate,4060,399,12154,on time,cash,10,244,88,27,prepaid,basic,poor,2,0
customer_1393,42,female,93647,single,college,1656,400,20729,late,debit card,28,431,7,53,postpaid,basic,good,7,0
customer_1394,52,female,23149,married,graduate,-393,509,25818,on time,credit card,41,252,33,5,prepaid,basic,good,8,0
customer_1395,37,male,69493,single,graduate,4342,636,48765,on time,cash,14,173,85,88,postpaid,premium,poor,5,0
customer_1396,49,female,52973,single,graduate,954,302,20916,on time,cash,37,14,85,33,prepaid,basic,poor,5,0
customer_1397,76,male,24912,single,high school,-23,701,31097,on time,cash,13,374,21,76,prepaid,basic,fair,9,1
customer_1398,61,male,108148,single,college,4213,465,11441,on time,cash,5,9,32,76,postpaid,basic,poor,7,1
customer_1399,64,male,81890,single,college,3354,383,5404,late,cash,24,110,17,78,prepaid,premium,good,4,1
customer_1400,68,female,123281,married,graduate,4483,566,28091,on time,cash,18,448,15,79,postpaid,basic,good,2,0
customer_1401,52,male,110833,married,college,4175,459,21006,on time,credit card,47,63,59,73,postpaid,premium,poor,1,0
customer_1402,66,male,145118,married,graduate,4394,520,20399,on time,debit card,26,388,50,76,prepaid,premium,fair,1,1
customer_1403,34,male,21798,single,college,3210,392,8044,on time,credit card,49,183,71,98,postpaid,premium,fair,4,0
customer_1404,74,male,61834,single,high school,2926,752,7805,on time,cash,49,389,61,6,prepaid,premium,good,7,0
customer_1405,57,male,141677,single,high school,3653,825,46066,late,credit card,0,151,93,35,postpaid,premium,good,6,1
customer_1406,46,female,123045,married,college,3427,421,43338,on time,cash,44,228,53,41,prepaid,premium,good,1,1
customer_1407,18,male,88434,single,graduate,-165,679,24643,on time,debit card,32,283,26,18,postpaid,premium,fair,2,1
customer_1408,30,female,92905,married,college,2059,774,9985,on time,credit card,41,279,60,62,postpaid,premium,good,0,1
customer_1409,55,male,123111,married,high school,-483,586,39950,on time,cash,33,27,33,17,postpaid,premium,fair,5,0
customer_1410,56,male,146482,single,graduate,117,451,21801,on time,debit card,46,310,8,84,prepaid,premium,fair,0,1
customer_1411,55,male,90085,single,college,4343,467,31883,on time,cash,37,65,16,10,postpaid,premium,fair,7,1
customer_1412,30,male,43934,married,college,4796,724,17134,on time,credit card,21,116,31,4,postpaid,premium,poor,2,0
customer_1413,48,female,70510,married,college,1278,353,40385,on time,credit card,10,150,29,48,prepaid,premium,good,7,1
customer_1414,50,female,32089,single,college,2636,422,18071,on time,cash,11,448,14,4,postpaid,basic,good,7,0
customer_1415,20,female,141283,married,college,2288,607,24724,late,credit card,46,458,52,40,postpaid,basic,good,2,1
customer_1416,73,female,100493,single,college,1323,804,27387,on time,cash,14,173,22,21,postpaid,premium,poor,9,0
customer_1417,40,male,118626,single,graduate,649,555,20044,on time,credit card,26,447,47,13,prepaid,premium,poor,2,0
customer_1418,71,male,71560,single,college,647,525,14071,on time,credit card,42,146,47,44,postpaid,basic,poor,2,0
customer_1419,53,male,41127,married,graduate,4118,501,45248,on time,cash,1,219,36,36,prepaid,basic,fair,0,0
customer_1420,40,female,32654,married,graduate,2854,746,35616,late,debit card,32,10,34,48,postpaid,premium,good,6,0
customer_1421,47,female,43774,married,graduate,1540,551,8547,on time,debit card,47,223,26,87,prepaid,basic,good,4,1
customer_1422,66,male,69083,single,high school,2888,544,44126,on time,cash,4,183,29,77,postpaid,basic,good,1,0
customer_1423,63,female,53933,single,graduate,1348,707,45528,on time,debit card,49,280,83,22,prepaid,premium,poor,8,0
customer_1424,77,female,71543,single,college,2004,436,34332,on time,credit card,10,432,15,41,prepaid,basic,poor,2,0
customer_1425,53,male,114697,single,graduate,890,362,46820,on time,credit card,23,154,27,74,prepaid,basic,good,2,0
customer_1426,62,female,127277,single,high school,1834,445,31637,on time,credit card,35,387,25,73,postpaid,premium,good,4,0
customer_1427,77,male,86439,married,high school,1176,511,36263,late,credit card,19,348,97,12,postpaid,premium,poor,6,0
customer_1428,78,female,148119,single,college,1188,835,47143,on time,credit card,15,451,29,58,prepaid,premium,fair,9,0
customer_1429,76,male,52345,married,high school,2600,562,5181,on time,debit card,43,58,9,9,prepaid,premium,good,6,1
customer_1430,44,male,102272,single,high school,3658,522,17915,late,debit card,33,223,1,58,postpaid,basic,fair,4,1
customer_1431,40,male,102963,single,graduate,419,579,26569,on time,credit card,26,445,5,54,postpaid,basic,poor,1,0
customer_1432,33,male,67816,single,college,4068,820,25576,on time,cash,22,246,16,79,postpaid,premium,fair,2,0
customer_1433,43,female,134683,single,graduate,-317,622,26204,late,cash,13,291,44,22,postpaid,premium,good,4,1
customer_1434,27,female,111797,married,high school,2950,478,27746,on time,debit card,37,341,87,72,prepaid,basic,fair,9,0
customer_1435,29,male,57795,married,college,4372,511,11479,late,cash,14,221,22,70,prepaid,premium,poor,9,1
customer_1436,41,female,88602,married,college,2550,610,30272,late,debit card,4,495,99,34,postpaid,premium,fair,1,0
customer_1437,73,male,88441,married,high school,1824,544,48073,on time,cash,2,217,5,44,postpaid,basic,poor,3,1
customer_1438,55,female,90892,single,graduate,1287,580,37377,on time,debit card,27,413,9,42,prepaid,basic,poor,4,0
customer_1439,46,female,51789,married,graduate,-404,412,27986,late,cash,37,159,86,12,postpaid,premium,fair,1,1
customer_1440,63,female,129192,married,college,3161,794,19753,late,cash,47,462,43,75,postpaid,basic,good,5,0
customer_1441,74,male,136893,single,college,2543,684,23279,late,credit card,48,303,41,20,postpaid,basic,poor,5,1
customer_1442,68,female,56565,single,graduate,-87,808,19585,on time,credit card,7,130,81,50,prepaid,premium,poor,2,1
customer_1443,54,male,128441,single,graduate,-369,376,22976,on time,credit card,31,122,78,11,prepaid,premium,fair,1,0
customer_1444,38,male,131899,single,college,2523,712,17155,on time,credit card,22,252,21,98,postpaid,basic,poor,1,0
customer_1445,75,male,141976,married,graduate,2613,561,42412,late,credit card,5,274,15,29,prepaid,premium,good,7,0
customer_1446,38,female,113912,single,high school,3820,748,7651,on time,credit card,5,262,83,47,prepaid,basic,good,6,0
customer_1447,21,female,65793,single,high school,4009,442,10586,on time,debit card,44,88,26,96,prepaid,premium,fair,7,1
customer_1448,55,male,56803,single,graduate,-9,673,28673,on time,credit card,0,7,85,30,postpaid,premium,poor,1,0
customer_1449,72,male,37807,single,high school,-225,577,18423,on time,credit card,44,7,8,17,prepaid,premium,good,2,1
customer_1450,27,female,39533,single,graduate,3237,759,25024,on time,credit card,13,399,89,1,prepaid,premium,poor,3,0
customer_1451,76,male,26738,single,high school,4532,662,30459,on time,cash,9,301,2,25,postpaid,basic,good,7,0
customer_1452,39,male,108654,married,college,3257,535,12811,on time,debit card,4,275,28,11,postpaid,premium,fair,0,1
customer_1453,61,male,44064,single,graduate,2811,497,47990,on time,cash,9,472,81,85,prepaid,premium,good,4,0
customer_1454,68,female,51043,married,high school,4392,768,33916,on time,credit card,40,245,44,91,prepaid,basic,fair,0,0
customer_1455,61,male,140788,married,high school,1397,466,17960,on time,debit card,25,109,80,42,prepaid,premium,fair,5,1
customer_1456,28,female,122832,married,graduate,1120,822,11474,on time,cash,0,65,23,83,postpaid,basic,fair,4,0
customer_1457,59,male,149113,single,graduate,66,547,48496,on time,credit card,39,354,42,36,prepaid,basic,poor,5,0
customer_1458,65,male,118331,single,graduate,4091,564,35891,on time,debit card,40,490,75,78,prepaid,basic,poor,4,1
customer_1459,44,male,61906,single,high school,1167,702,47697,on time,credit card,22,65,23,3,prepaid,basic,fair,8,0
customer_1460,33,female,100581,married,high school,1847,598,35391,on time,debit card,4,226,92,5,postpaid,premium,fair,8,0
customer_1461,34,female,144213,single,college,3556,693,28703,on time,cash,25,222,53,92,prepaid,premium,poor,7,0
customer_1462,59,male,120474,married,graduate,1591,595,32901,on time,credit card,22,317,54,47,postpaid,premium,good,5,1
customer_1463,21,male,85257,single,high school,-450,458,34166,on time,credit card,19,485,55,3,postpaid,premium,poor,3,0
customer_1464,78,female,53995,single,high school,1935,592,6427,on time,cash,12,397,37,19,prepaid,basic,fair,4,1
customer_1465,78,male,121473,married,graduate,544,340,26724,late,credit card,31,448,99,33,postpaid,basic,poor,8,0
customer_1466,72,female,52608,married,college,4640,825,14011,on time,credit card,23,428,31,20,postpaid,premium,fair,7,1
customer_1467,35,female,23900,single,college,1602,507,32416,late,debit card,26,78,68,66,prepaid,premium,fair,7,0
customer_1468,79,female,77168,married,high school,3962,620,41466,late,credit card,6,427,59,81,prepaid,premium,fair,0,0
customer_1469,27,female,69125,married,college,1863,420,15588,on time,credit card,40,35,2,21,postpaid,premium,fair,9,1
customer_1470,34,female,112030,married,college,-85,840,19680,on time,credit card,3,251,45,26,prepaid,premium,fair,9,0
customer_1471,70,female,56573,married,high school,1481,638,29806,on time,credit card,35,322,21,64,postpaid,basic,fair,0,0
customer_1472,76,male,116722,married,college,3099,570,13389,on time,credit card,41,480,44,58,postpaid,premium,poor,7,0
customer_1473,31,female,54227,single,college,-376,441,10881,late,credit card,30,309,48,31,postpaid,premium,poor,2,1
customer_1474,79,female,46794,single,graduate,3648,773,30486,on time,debit card,13,182,9,11,postpaid,premium,good,0,0
customer_1475,38,female,35620,single,college,3799,312,43447,on time,cash,14,162,82,41,postpaid,basic,fair,8,1
customer_1476,24,male,56152,married,graduate,-360,383,14698,on time,cash,48,37,12,7,postpaid,basic,good,7,1
customer_1477,70,male,39334,married,college,3046,392,23693,on time,cash,48,51,13,53,postpaid,basic,poor,1,0
customer_1478,76,female,137786,single,high school,1997,579,16126,on time,debit card,2,67,22,46,prepaid,premium,poor,7,0
customer_1479,33,female,26482,married,graduate,2517,744,44135,on time,credit card,12,32,28,54,prepaid,premium,poor,6,0
customer_1480,21,female,73022,single,college,4504,514,23737,late,debit card,34,59,65,28,prepaid,basic,fair,2,0
customer_1481,25,female,86528,single,college,1819,702,18277,late,credit card,29,28,79,84,prepaid,basic,fair,8,1
customer_1482,40,male,48279,married,high school,759,358,47741,on time,debit card,18,128,82,62,postpaid,premium,good,3,0
customer_1483,39,female,67889,married,college,3033,522,28682,on time,cash,33,66,35,22,postpaid,basic,good,0,0
customer_1484,34,male,48200,married,graduate,45,397,40206,on time,cash,6,162,50,66,postpaid,basic,fair,9,0
customer_1485,49,female,88456,married,graduate,197,493,17297,on time,cash,7,338,47,73,postpaid,premium,good,1,0
customer_1486,51,male,77887,single,high school,1808,396,5243,on time,credit card,25,14,9,50,postpaid,premium,poor,0,0
customer_1487,74,male,22471,single,high school,2696,373,36796,on time,credit card,13,141,86,88,postpaid,premium,good,3,1
customer_1488,75,female,61689,single,graduate,834,807,29093,on time,credit card,34,252,16,19,prepaid,basic,good,5,1
customer_1489,51,female,47154,single,high school,4350,698,46891,on time,debit card,17,31,19,42,prepaid,basic,fair,0,1
customer_1490,39,male,122854,single,college,1679,515,38132,on time,cash,39,319,83,82,postpaid,basic,fair,2,0
customer_1491,59,female,76249,married,high school,2296,646,26204,on time,cash,43,190,24,13,prepaid,premium,fair,4,1
customer_1492,79,female,99022,married,graduate,1360,329,16117,late,debit card,6,114,96,60,prepaid,basic,good,6,1
customer_1493,24,female,86243,married,high school,257,648,5482,late,cash,13,114,36,70,postpaid,basic,poor,6,1
customer_1494,46,female,40156,single,college,3363,743,17278,late,cash,2,496,45,29,prepaid,premium,good,9,0
customer_1495,22,female,83280,married,college,4706,520,30241,on time,credit card,29,106,87,56,prepaid,premium,good,6,1
customer_1496,46,female,21207,married,graduate,296,817,48988,on time,debit card,1,475,71,80,postpaid,premium,good,4,0
customer_1497,30,male,85875,single,college,800,694,34955,on time,debit card,11,280,41,13,postpaid,basic,fair,8,0
customer_1498,76,male,117108,single,college,4970,326,36937,late,cash,35,50,59,22,postpaid,basic,fair,3,0
customer_1499,43,male,123708,single,college,3917,596,27802,on time,debit card,0,281,79,61,postpaid,premium,good,5,0
customer_1500,46,male,48787,single,college,2184,790,47777,on time,cash,48,261,22,23,prepaid,basic,fair,0,0
customer_1501,30,female,80363,single,graduate,2956,629,49583,on time,cash,36,272,53,33,postpaid,premium,fair,8,0
customer_1502,33,male,125304,single,college,1598,817,28422,on time,cash,10,275,66,49,postpaid,basic,fair,6,0
customer_1503,60,male,47083,single,college,1921,404,39041,on time,debit card,26,392,44,60,prepaid,basic,good,1,0
customer_1504,53,male,81554,single,college,89,546,19320,on time,credit card,43,140,37,52,postpaid,premium,good,0,0
customer_1505,75,male,138975,married,graduate,4060,817,17120,late,debit card,23,122,31,36,prepaid,basic,good,8,0
customer_1506,51,female,56998,single,high school,2841,733,10428,on time,credit card,25,242,50,28,postpaid,premium,good,8,0
customer_1507,20,female,51087,married,graduate,2531,721,32577,on time,cash,16,18,8,18,prepaid,premium,fair,2,0
customer_1508,30,female,24324,single,high school,4331,530,16691,on time,credit card,43,61,12,52,postpaid,premium,fair,5,1
customer_1509,31,male,64905,married,college,508,591,22162,on time,cash,28,196,49,36,prepaid,basic,good,4,1
customer_1510,40,female,94571,single,high school,4597,699,6631,on time,debit card,8,307,28,38,postpaid,basic,poor,4,1
customer_1511,25,male,23248,single,college,4926,695,47954,on time,cash,29,285,21,20,prepaid,basic,good,7,1
customer_1512,49,male,118911,married,high school,1236,413,37404,on time,debit card,18,115,53,15,postpaid,premium,poor,8,1
customer_1513,35,female,112931,married,high school,1620,405,48860,late,debit card,2,166,66,44,postpaid,basic,fair,6,0
customer_1514,33,male,43490,single,high school,2947,744,40702,on time,debit card,21,360,59,53,postpaid,premium,good,4,0
customer_1515,19,female,48759,married,high school,3743,506,33105,on time,debit card,11,268,28,64,postpaid,premium,poor,1,0
customer_1516,30,male,32308,married,graduate,4358,553,27262,on time,cash,26,161,13,88,postpaid,basic,fair,0,0
customer_1517,40,male,53169,married,graduate,1727,816,25831,on time,cash,4,456,77,89,postpaid,premium,fair,9,1
customer_1518,43,male,145178,married,graduate,2084,364,23398,late,credit card,2,475,56,79,prepaid,basic,poor,4,0
customer_1519,48,female,76584,single,graduate,3674,335,27427,on time,debit card,39,379,20,60,postpaid,premium,fair,7,0
customer_1520,47,male,23685,single,graduate,1295,459,41405,late,cash,40,64,52,9,postpaid,basic,good,0,0
customer_1521,69,female,107626,single,high school,2090,663,33789,on time,cash,23,425,81,39,postpaid,basic,fair,5,1
customer_1522,45,male,52948,single,college,3135,771,26356,on time,cash,14,204,75,33,postpaid,basic,fair,7,0
customer_1523,55,female,96521,married,graduate,2721,390,7458,on time,credit card,0,192,61,18,prepaid,basic,poor,2,0
customer_1524,72,male,107909,married,college,4046,310,49717,late,cash,5,224,52,79,prepaid,premium,poor,7,0
customer_1525,71,male,46796,single,high school,1462,609,29423,on time,debit card,24,261,74,96,postpaid,premium,fair,6,0
customer_1526,53,male,96240,single,high school,4929,529,47910,on time,debit card,49,451,81,12,postpaid,basic,fair,8,0
customer_1527,23,male,24595,married,college,2591,323,21813,on time,cash,48,136,85,34,postpaid,premium,good,8,0
customer_1528,18,female,86942,married,college,4271,423,32567,late,credit card,12,193,53,23,prepaid,basic,poor,6,0
customer_1529,79,male,27127,married,college,4977,470,37016,on time,debit card,26,361,34,84,postpaid,basic,poor,2,0
customer_1530,32,female,117555,married,high school,4705,346,40394,on time,cash,10,394,67,53,postpaid,premium,good,6,0
customer_1531,24,female,108810,married,graduate,1795,540,28385,late,debit card,40,19,71,93,postpaid,basic,fair,5,1
customer_1532,52,male,131705,single,high school,1895,716,46946,on time,debit card,24,115,98,17,prepaid,premium,good,5,0
customer_1533,45,female,37639,married,high school,2183,376,43241,late,credit card,14,495,56,38,postpaid,basic,poor,6,1
customer_1534,18,female,134250,single,graduate,4666,659,18752,on time,credit card,1,89,15,55,postpaid,premium,good,8,1
customer_1535,78,male,66557,married,high school,2799,493,27631,on time,credit card,20,142,61,33,postpaid,premium,good,8,1
customer_1536,33,male,137692,married,high school,-15,671,43180,on time,cash,24,487,38,86,prepaid,premium,good,9,0
customer_1537,22,female,54807,single,high school,2263,556,28294,late,credit card,5,405,84,12,postpaid,basic,good,8,1
customer_1538,55,male,134815,single,high school,2486,511,49472,on time,credit card,38,227,59,52,prepaid,basic,good,0,0
customer_1539,64,male,143180,single,high school,3265,616,24334,late,cash,8,481,34,9,prepaid,premium,good,0,0
customer_1540,47,male,91068,single,graduate,2027,468,9496,on time,debit card,28,102,86,55,prepaid,premium,poor,0,0
customer_1541,27,female,120842,married,graduate,1727,801,33328,on time,credit card,39,438,81,69,postpaid,basic,poor,9,0
customer_1542,29,male,108132,single,graduate,2309,487,43087,on time,debit card,31,198,11,67,prepaid,premium,fair,9,1
customer_1543,66,male,76640,married,college,4049,428,19423,on time,debit card,41,228,29,59,prepaid,basic,fair,7,0
customer_1544,32,male,80305,single,college,2868,307,44221,on time,credit card,15,149,26,29,prepaid,basic,good,5,1
customer_1545,66,female,132165,married,college,4505,618,47372,on time,cash,5,468,86,22,prepaid,premium,fair,5,0
customer_1546,62,male,111040,single,graduate,3791,749,34697,on time,cash,25,188,45,44,postpaid,basic,fair,9,0
customer_1547,37,male,24442,single,college,4979,759,43402,late,cash,35,407,54,95,prepaid,basic,good,8,1
customer_1548,55,male,109103,married,high school,-398,348,6286,on time,debit card,32,30,26,2,postpaid,premium,poor,7,1
customer_1549,70,male,90181,married,graduate,4306,751,49777,on time,credit card,31,125,77,21,prepaid,basic,good,5,0
customer_1550,22,male,125383,single,college,3805,643,33259,late,cash,37,82,1,0,prepaid,basic,good,1,0
customer_1551,78,female,110977,married,graduate,407,554,41492,on time,debit card,27,291,22,55,postpaid,premium,good,1,1
customer_1552,63,male,141274,single,high school,417,793,47822,late,cash,12,53,75,73,prepaid,premium,good,5,1
customer_1553,54,male,71336,married,high school,2103,691,17425,on time,debit card,43,82,76,57,postpaid,premium,poor,6,1
customer_1554,27,male,35290,married,high school,-116,410,9713,on time,debit card,26,387,30,23,prepaid,premium,fair,5,0
customer_1555,45,female,67767,single,college,762,746,8174,on time,debit card,18,153,3,80,postpaid,premium,poor,4,0
customer_1556,62,male,78525,married,graduate,1950,576,14779,on time,credit card,28,73,8,22,postpaid,basic,poor,1,0
customer_1557,76,female,96862,single,college,-90,500,32976,on time,debit card,48,489,72,10,prepaid,basic,fair,3,0
customer_1558,37,male,51478,married,high school,526,801,20967,on time,credit card,4,308,84,5,prepaid,premium,good,2,0
customer_1559,61,male,66724,single,graduate,1799,503,5380,on time,cash,34,176,81,73,postpaid,premium,good,0,0
customer_1560,47,female,149622,single,college,3782,318,41842,on time,cash,33,450,89,26,prepaid,premium,fair,6,0
customer_1561,28,female,57783,married,college,2361,432,19213,on time,cash,10,72,22,76,postpaid,basic,poor,9,1
customer_1562,53,male,115316,single,graduate,4108,458,46875,on time,cash,41,333,41,15,prepaid,basic,poor,0,0
customer_1563,79,male,27236,single,high school,4481,666,46452,on time,cash,30,271,54,14,prepaid,premium,good,4,0
customer_1564,61,female,87938,married,high school,4679,645,22810,on time,credit card,24,39,69,12,prepaid,basic,poor,0,0
customer_1565,68,male,145436,single,high school,843,434,48738,on time,credit card,39,438,26,98,prepaid,premium,good,5,0
customer_1566,25,female,42376,married,high school,1996,529,28859,on time,debit card,45,198,68,32,postpaid,premium,good,1,1
customer_1567,76,female,75925,single,graduate,4926,471,41976,on time,cash,35,484,12,40,prepaid,premium,poor,8,0
customer_1568,41,male,55230,single,college,-33,351,37808,on time,credit card,2,482,59,41,prepaid,premium,poor,1,0
customer_1569,63,male,42394,married,graduate,3004,825,15141,late,debit card,18,240,30,0,postpaid,basic,good,5,1
customer_1570,18,male,70363,married,graduate,4433,445,32939,late,cash,32,172,81,50,postpaid,premium,fair,4,1
customer_1571,29,female,113986,single,college,3136,769,32926,on time,debit card,11,145,51,59,postpaid,premium,good,2,0
customer_1572,67,female,36346,married,graduate,2658,593,44356,on time,cash,33,479,77,68,postpaid,basic,poor,7,1
customer_1573,41,female,82887,married,graduate,839,679,35882,late,debit card,4,244,91,28,prepaid,basic,good,1,1
customer_1574,72,female,57216,married,high school,656,353,7494,late,credit card,28,404,27,13,postpaid,basic,poor,4,0
customer_1575,61,male,30750,single,graduate,3723,385,10697,on time,debit card,37,485,11,89,prepaid,basic,poor,8,0
customer_1576,39,male,53819,single,high school,4815,715,44737,on time,credit card,0,267,0,25,postpaid,basic,poor,1,1
customer_1577,55,male,107595,married,graduate,875,323,41109,on time,debit card,36,487,86,45,postpaid,basic,fair,2,0
customer_1578,54,male,140053,married,college,-250,602,15287,late,credit card,25,19,42,69,postpaid,premium,fair,3,0
customer_1579,59,male,69659,married,graduate,177,624,41477,late,credit card,9,296,82,52,postpaid,premium,poor,7,0
customer_1580,23,female,58237,married,college,3753,602,29304,late,credit card,0,307,17,47,postpaid,premium,good,5,0
customer_1581,66,male,128678,single,college,2277,390,14279,on time,credit card,41,41,85,69,postpaid,premium,good,6,1
customer_1582,65,female,33923,married,college,2792,714,21962,on time,cash,15,7,24,73,prepaid,premium,good,2,0
customer_1583,39,male,97927,single,high school,-400,604,42091,on time,cash,7,41,95,69,postpaid,premium,fair,5,0
customer_1584,70,female,106813,married,college,2311,823,47401,on time,credit card,43,333,80,20,postpaid,premium,good,4,0
customer_1585,20,female,77239,married,high school,3811,750,42489,late,cash,6,146,23,0,prepaid,premium,good,5,1
customer_1586,69,male,58511,married,college,3584,842,35149,late,debit card,22,463,76,22,prepaid,basic,poor,4,1
customer_1587,22,male,63166,single,college,4318,437,35266,on time,cash,40,137,34,83,postpaid,basic,fair,8,1
customer_1588,60,male,128736,married,high school,3081,399,24611,on time,debit card,46,255,75,75,prepaid,premium,good,1,0
customer_1589,76,male,37776,single,college,3414,329,26801,on time,credit card,38,75,31,88,prepaid,basic,good,7,0
customer_1590,37,female,104621,married,graduate,4552,556,31314,on time,credit card,10,28,62,75,postpaid,premium,poor,3,0
customer_1591,19,female,27943,married,graduate,3845,475,32909,late,cash,1,289,48,92,prepaid,premium,good,7,0
customer_1592,48,male,62015,single,college,3254,516,38186,late,debit card,43,428,90,83,postpaid,basic,fair,7,1
customer_1593,26,male,99808,single,high school,2393,400,11846,on time,debit card,5,119,68,41,postpaid,basic,fair,0,0
customer_1594,24,female,125831,married,high school,3337,680,21003,on time,debit card,15,374,21,2,prepaid,premium,good,9,1
customer_1595,32,female,46430,single,graduate,684,605,35853,on time,credit card,17,461,1,16,postpaid,premium,fair,7,0
customer_1596,64,male,114062,married,college,587,833,47865,on time,debit card,40,303,94,85,prepaid,basic,poor,2,0
customer_1597,52,male,125189,single,high school,4404,597,24881,late,cash,41,424,15,61,postpaid,basic,good,4,0
customer_1598,65,female,40385,single,college,4653,557,7081,on time,debit card,6,427,13,90,prepaid,premium,fair,5,0
customer_1599,52,male,31760,single,college,167,302,22512,on time,cash,7,463,46,54,prepaid,premium,poor,9,0
customer_1600,34,male,54706,married,college,1616,354,14088,late,debit card,13,22,86,81,postpaid,premium,good,5,0
customer_1601,70,female,99823,married,graduate,1162,530,18621,on time,cash,12,212,36,85,prepaid,premium,good,2,0
customer_1602,49,female,24078,single,high school,-61,804,20894,on time,credit card,46,77,8,2,postpaid,basic,good,9,1
customer_1603,35,male,41769,married,high school,4513,365,18921,late,debit card,36,223,98,3,prepaid,premium,poor,4,1
customer_1604,63,male,111744,married,high school,4531,714,16264,on time,cash,27,181,4,62,postpaid,basic,good,0,1
customer_1605,72,male,79159,married,college,3625,473,40814,on time,cash,12,247,78,79,prepaid,basic,poor,0,0
customer_1606,69,female,26251,single,high school,1843,675,15466,late,debit card,32,196,82,77,prepaid,premium,poor,3,1
customer_1607,42,female,42841,single,college,4771,454,30229,on time,credit card,30,444,81,52,prepaid,premium,good,8,0
customer_1608,32,female,136096,married,college,-43,520,22400,on time,credit card,19,35,13,51,postpaid,premium,good,3,1
customer_1609,41,male,98122,married,graduate,2649,402,37626,on time,debit card,17,124,63,59,prepaid,basic,fair,9,0
customer_1610,79,male,47471,single,college,4082,789,25688,on time,cash,34,357,69,49,prepaid,basic,poor,6,1
customer_1611,30,male,123780,married,graduate,4999,347,46633,late,cash,49,297,54,50,postpaid,premium,good,1,0
customer_1612,30,male,118378,single,high school,3346,772,42952,on time,credit card,44,13,41,1,prepaid,basic,fair,4,0
customer_1613,25,female,56554,single,graduate,1033,651,25564,on time,cash,14,318,63,84,postpaid,premium,good,4,0
customer_1614,67,female,104720,single,college,3759,404,5295,on time,cash,44,124,81,82,prepaid,premium,good,8,1
customer_1615,51,male,81444,married,college,3773,558,41909,on time,debit card,6,129,21,66,postpaid,premium,good,1,0
customer_1616,23,male,84122,married,graduate,2192,834,34198,late,cash,47,431,71,19,postpaid,premium,good,4,0
customer_1617,30,female,141499,married,college,1996,714,19148,late,cash,27,128,33,59,postpaid,premium,poor,0,0
customer_1618,34,male,115792,single,college,1063,611,19097,late,debit card,24,97,38,60,prepaid,basic,good,7,0
customer_1619,71,male,53791,single,graduate,108,495,39051,on time,credit card,45,308,28,65,postpaid,premium,good,4,1
customer_1620,18,female,122281,married,college,-438,300,49500,on time,debit card,44,470,87,53,postpaid,premium,fair,0,1
customer_1621,45,female,30504,single,graduate,3917,620,16840,late,debit card,45,387,69,24,postpaid,basic,poor,7,1
customer_1622,39,male,48922,single,college,2605,499,22213,on time,debit card,37,117,31,38,prepaid,premium,good,1,0
customer_1623,47,female,39050,married,graduate,778,662,43284,on time,cash,20,67,7,71,prepaid,premium,fair,3,0
customer_1624,42,female,44685,single,graduate,4621,660,34156,on time,debit card,30,306,51,73,prepaid,basic,poor,9,0
customer_1625,45,male,105007,single,college,2941,372,36004,late,debit card,41,123,97,55,prepaid,premium,poor,9,0
customer_1626,39,male,82087,single,graduate,4529,335,25446,on time,debit card,36,486,19,87,prepaid,basic,poor,0,0
customer_1627,23,male,52794,married,high school,3827,509,13047,on time,credit card,35,106,60,7,prepaid,premium,poor,0,1
