,user_id,age,gender,country,subscription_type,playlist_count,playlist_followers_count,playlist_genre,artist_count,artist_followers_count,top_artist_genre,song_count,song_genre,album_count,album_genre,skip_rate,play_time,session_count,session_duration,churn
379,379,18,Female,Australia,Free,25,5540,Rock,90,645209,EDM,332,Classical,662,Rock,0.9485370370398113,20237,5,223,0
380,380,18,Female,France,Premium,68,35534,Pop,249,818163,Pop,380,Pop,689,Pop,0.6109246930668255,20884,5,782,1
381,381,40,Non-binary,UK,Free,74,83726,Hip Hop,42,392933,EDM,5183,EDM,672,Pop,0.1972014635507784,6244,40,119,0
382,382,51,Male,US,Premium,86,70481,Hip Hop,361,140130,Hip Hop,3956,Hip Hop,558,Pop,0.8879272612943985,14284,60,627,0
383,383,21,Female,Canada,Premium,8,29568,Rock,261,122142,Pop,7752,Pop,690,Rock,0.030332553315932098,1539,55,314,0
384,384,62,Non-binary,UK,Family,98,13908,Classical,106,834664,Rock,5474,EDM,999,Classical,0.2107818410994452,45782,84,168,0
385,385,28,Female,US,Family,10,655,Rock,276,832598,Hip Hop,6280,Rock,998,Classical,0.30483914313772287,24120,84,36,0
386,386,41,Male,Germany,Student,49,98571,Classical,419,355537,Rock,2821,Pop,919,Classical,0.1220327539713546,30100,11,907,0
387,387,33,Non-binary,UK,Student,38,36698,Pop,240,498043,EDM,6094,Classical,244,Classical,0.6023793534897431,48188,26,191,0
388,388,31,Non-binary,France,Student,97,59391,Pop,107,470736,Pop,5150,Classical,522,Pop,0.21844683317400837,11744,4,116,1
389,389,22,Female,France,Free,35,25696,Classical,353,306662,Pop,7147,Hip Hop,255,Pop,0.7250127683486346,11414,15,65,0
390,390,30,Male,Canada,Premium,6,76963,Hip Hop,13,882407,Rock,4664,EDM,848,EDM,0.4300030436802378,41595,76,631,0
391,391,43,Non-binary,UK,Student,11,28955,Rock,403,595840,Rock,4127,Classical,600,Hip Hop,0.6177161846078428,32288,52,60,0
392,392,26,Non-binary,UK,Premium,58,75241,Classical,468,433279,EDM,7047,EDM,748,Hip Hop,0.9831487290406297,17441,72,560,0
393,393,18,Female,Canada,Family,23,36595,Hip Hop,186,69770,EDM,7144,Classical,369,Rock,0.20405280924824398,15915,28,6,0
394,394,30,Female,France,Premium,26,54249,Classical,371,347506,Rock,1720,Pop,213,Classical,0.365951178969501,6013,20,508,0
395,395,35,Female,Australia,Family,91,47793,Classical,485,751099,Hip Hop,990,Classical,164,Classical,0.1771160208202941,16318,97,375,0
396,396,62,Female,US,Family,16,63809,Classical,456,422282,Classical,6296,Hip Hop,730,Hip Hop,0.4872853457464922,41826,5,556,0
397,397,27,Male,Canada,Premium,86,5162,Hip Hop,309,328662,Rock,8944,Classical,942,Classical,0.7304643079388607,17893,26,523,0
398,398,51,Female,US,Premium,90,78101,Classical,160,645181,Pop,4265,EDM,699,EDM,0.17294603296536026,33690,49,964,0
399,399,49,Non-binary,Canada,Free,16,32703,Hip Hop,291,82588,Rock,2861,Classical,46,EDM,0.23351008639174609,34617,90,374,0
400,400,54,Male,Germany,Free,34,36369,Hip Hop,306,777383,EDM,8267,Pop,501,Pop,0.6854048340875708,25755,33,599,0
401,401,47,Male,Germany,Student,38,96195,Rock,10,656194,Pop,83,Pop,931,Classical,0.24583108117829622,16142,69,835,0
402,402,32,Male,Germany,Student,88,38090,EDM,380,829151,EDM,7821,Hip Hop,410,EDM,0.23810531424538406,29933,54,16,1
403,403,36,Female,Canada,Family,25,33675,Pop,195,272684,Classical,3452,Pop,848,Hip Hop,0.15082169970022463,18756,57,986,0
404,404,29,Male,Canada,Student,19,89615,Pop,373,494187,EDM,8909,Hip Hop,835,EDM,0.08637915931897788,20844,11,178,0
405,405,56,Female,UK,Free,94,14838,Hip Hop,59,937232,Classical,4497,Rock,515,Rock,0.8010920979677527,8737,47,993,0
406,406,50,Non-binary,Germany,Free,51,57545,EDM,356,62629,Rock,6042,Classical,540,Classical,0.2640661316635867,27645,30,637,0
407,407,21,Female,Germany,Family,14,41382,Classical,318,708556,Pop,606,Rock,436,Rock,0.09587014451061548,4891,74,353,1
408,408,30,Male,Germany,Premium,53,32078,Pop,470,632976,Classical,764,EDM,564,Rock,0.3403923922541032,17206,67,805,1
409,409,55,Non-binary,France,Premium,36,69071,Rock,439,368861,Pop,6586,Rock,999,Pop,0.6259218048911674,6454,18,361,1
410,410,37,Non-binary,US,Student,59,33394,EDM,261,381508,EDM,3936,Pop,125,Pop,0.5215521025579315,17047,87,278,0
411,411,42,Female,UK,Student,41,58515,Classical,10,788083,Classical,7990,Rock,634,Hip Hop,0.6718751106706632,27268,4,952,0
412,412,43,Female,France,Premium,8,75507,Pop,402,178738,Classical,6525,EDM,610,Rock,0.591765465269329,36259,73,701,0
413,413,23,Female,UK,Premium,29,20661,Pop,8,818766,EDM,9961,Pop,175,Rock,0.4749402426023914,4314,68,936,0
414,414,54,Non-binary,UK,Family,94,99191,Pop,262,814016,Hip Hop,4757,Hip Hop,642,Pop,0.19072773218404304,36476,91,525,0
415,415,59,Male,Canada,Free,37,72286,Hip Hop,230,393626,Classical,9045,Classical,78,Rock,0.3047594544002987,377,94,235,0
416,416,43,Female,France,Premium,74,54866,EDM,154,42453,Pop,2535,Classical,1,Hip Hop,0.9016893414132543,7897,96,808,0
417,417,45,Male,Canada,Family,50,58504,Classical,130,784665,EDM,3123,Rock,288,Rock,0.5564609033133281,45224,38,498,0
418,418,24,Male,US,Family,87,68620,Hip Hop,35,816960,Pop,1623,Pop,784,Classical,0.5596568223945905,22207,93,179,0
419,419,49,Male,Australia,Student,4,93190,EDM,499,506285,Classical,8865,Rock,612,Pop,0.7970919626131485,8885,32,252,1
420,420,63,Non-binary,Australia,Premium,21,97895,EDM,112,281435,Rock,2960,Pop,39,Pop,0.7752041437116745,30407,75,613,0
421,421,51,Non-binary,UK,Family,23,71021,EDM,321,511519,Rock,5948,Rock,530,Hip Hop,0.15380079899539745,3040,82,989,0
422,422,63,Non-binary,UK,Free,40,96406,Classical,424,255130,Pop,9691,EDM,673,Classical,0.18667015058228653,11601,54,500,1
423,423,59,Male,France,Free,67,47484,Classical,7,503568,EDM,3295,Rock,968,EDM,0.20877000729163075,35076,64,112,0
424,424,33,Non-binary,Germany,Premium,36,11915,Rock,319,200563,Rock,3888,Rock,61,Hip Hop,0.5539728717653292,31343,53,941,0
425,425,27,Female,Canada,Family,39,59329,Hip Hop,326,537911,EDM,6242,Rock,394,Classical,0.7282746571386514,39793,55,922,1
426,426,63,Non-binary,US,Free,79,44722,Classical,164,376356,Pop,6469,Rock,116,Hip Hop,0.5516422298345757,22925,7,924,0
427,427,46,Female,Australia,Free,42,57938,Hip Hop,192,676382,EDM,5043,EDM,974,Classical,0.008045973586773392,26321,82,514,0
428,428,18,Female,UK,Family,89,23793,EDM,406,269029,Rock,8202,Classical,739,Hip Hop,0.4552437959039902,14569,4,17,0
429,429,46,Non-binary,UK,Student,92,50073,Hip Hop,85,230532,Hip Hop,4782,Hip Hop,276,Hip Hop,0.755876486695405,48272,62,356,0
430,430,38,Female,US,Student,95,36304,Classical,148,491147,Rock,9046,Rock,382,EDM,0.9326216828555384,47172,13,292,0
431,431,42,Female,France,Premium,39,46387,Pop,316,833882,Rock,713,Rock,178,Classical,0.38624134393687615,43298,33,514,0
432,432,60,Non-binary,Canada,Student,56,83651,Hip Hop,138,27690,Pop,4312,Pop,92,Hip Hop,0.6460215867678704,29005,64,813,0
433,433,48,Female,Australia,Free,31,36167,Pop,456,674760,Classical,751,Hip Hop,443,Rock,0.28706170745134185,23231,88,142,0
434,434,34,Male,Canada,Student,17,39814,EDM,76,49401,Hip Hop,2295,Hip Hop,634,Pop,0.8294512356879685,13553,77,844,0
435,435,51,Male,US,Student,17,71535,Classical,184,628149,EDM,5774,EDM,881,EDM,0.5449133662869572,21584,63,520,0
436,436,45,Male,France,Free,82,89955,Classical,207,384688,Rock,540,Hip Hop,297,Hip Hop,0.44855458127833925,9322,0,326,0
437,437,30,Non-binary,UK,Free,10,72010,Pop,375,60037,Rock,9853,EDM,813,EDM,0.4249212153296775,29675,14,220,1
438,438,52,Male,France,Free,12,384,Classical,122,984042,Rock,8620,Classical,254,Pop,0.4553271355355626,49374,62,257,0
439,439,49,Male,Germany,Student,12,24972,Pop,487,138661,Rock,7719,EDM,947,Rock,0.13060617232337546,34154,97,801,1
440,440,47,Non-binary,Germany,Premium,47,60578,Hip Hop,385,869331,EDM,7299,Hip Hop,913,Pop,0.9285013902573647,18510,93,290,0
441,441,54,Non-binary,Canada,Student,15,72990,Hip Hop,278,392307,Classical,4981,Rock,42,Pop,0.12287894273822919,44823,31,658,0
442,442,25,Non-binary,France,Premium,79,83038,Pop,44,109152,Rock,7757,Hip Hop,29,Pop,0.8855492012471502,45602,72,957,1
443,443,59,Non-binary,UK,Family,17,26583,EDM,344,159004,Hip Hop,3057,Hip Hop,950,Rock,0.2607361074057809,20853,43,182,0
444,444,39,Female,Germany,Premium,8,39512,Hip Hop,153,8925,Rock,4609,Rock,307,Classical,0.5852310888741159,49051,11,355,0
445,445,51,Non-binary,UK,Student,52,36807,EDM,76,774004,EDM,9701,Pop,178,Classical,0.050891261983618374,35687,66,105,1
446,446,52,Non-binary,France,Student,65,52528,Rock,81,176445,EDM,7618,Classical,364,Rock,0.36393078120370514,45990,90,439,1
447,447,54,Female,Germany,Family,74,82890,EDM,287,518669,Rock,7494,Classical,923,EDM,0.3275294016315944,9823,66,998,1
448,448,59,Male,Canada,Student,70,92962,Hip Hop,315,6674,EDM,3629,Rock,147,Hip Hop,0.568017089268125,47526,31,144,0
449,449,27,Non-binary,UK,Family,39,85629,Classical,474,358905,Classical,9330,Hip Hop,802,Pop,0.6700923554713842,10629,54,650,1
450,450,29,Non-binary,US,Premium,1,16170,Pop,204,665776,Pop,5703,Rock,689,Classical,0.07013409757032907,47321,65,62,0
451,451,48,Female,UK,Premium,9,52523,Hip Hop,352,461272,Pop,1323,Hip Hop,525,Classical,0.9662736794420638,36012,70,370,0
452,452,24,Female,Australia,Premium,83,36050,Classical,89,645152,Pop,7191,Hip Hop,486,Hip Hop,0.07824270206128559,3229,82,318,0
453,453,52,Female,Australia,Student,6,78487,Rock,147,520569,EDM,8195,Pop,297,Classical,0.25223002492492563,18092,80,21,0
454,454,48,Male,UK,Free,17,59263,Rock,276,772220,Hip Hop,7768,Classical,525,Hip Hop,0.7909253640120021,34138,10,829,0
455,455,50,Male,Australia,Premium,99,80527,Classical,325,952404,EDM,4580,Rock,265,Pop,0.03003650902622579,31793,75,977,0
456,456,46,Non-binary,US,Premium,2,20401,Classical,71,294465,Pop,775,Hip Hop,385,Rock,0.5631067464349492,39246,56,264,0
457,457,47,Non-binary,Australia,Free,91,79536,Pop,325,491057,Rock,6045,Pop,835,Rock,0.000758710589038647,46365,94,128,1
458,458,34,Female,Australia,Free,70,98300,EDM,87,925338,EDM,4797,Classical,652,Classical,0.4477865033634343,42212,73,697,1
459,459,24,Female,US,Free,49,9520,Pop,407,791189,EDM,7098,Hip Hop,842,EDM,0.9221010640995687,3021,74,366,0
460,460,52,Male,UK,Family,77,72546,Pop,401,818064,Pop,7337,Hip Hop,427,Hip Hop,0.6941518803240041,32942,10,996,1
461,461,43,Non-binary,France,Student,23,9541,Pop,341,484013,Classical,1361,Rock,378,Pop,0.059293434070584405,18169,74,54,0
462,462,55,Female,France,Free,32,65087,Classical,198,665478,Rock,6528,Rock,714,EDM,0.46532224401664346,2169,73,281,0
463,463,62,Non-binary,Canada,Free,0,79956,Pop,408,442516,Classical,9347,Rock,598,Classical,0.9023181180090822,8250,1,356,1
464,464,21,Male,Canada,Premium,57,87975,EDM,57,99780,EDM,7227,EDM,334,Pop,0.7505177316023803,2356,31,595,0
465,465,22,Non-binary,Australia,Premium,44,88543,Hip Hop,364,669231,Pop,7913,Pop,955,Rock,0.8331478178275606,44861,11,456,0
466,466,57,Non-binary,US,Free,60,5302,Pop,291,467205,Hip Hop,6400,EDM,820,Hip Hop,0.1890931564132069,20413,53,870,0
467,467,32,Male,UK,Premium,99,96313,Rock,37,882831,Rock,5742,Hip Hop,240,Hip Hop,0.9516888841102676,37164,37,792,0
468,468,22,Non-binary,Australia,Free,74,2793,Pop,311,409597,Classical,1781,Pop,651,Hip Hop,0.8319285559460243,8557,79,115,0
469,469,40,Non-binary,US,Family,62,43773,Hip Hop,339,678239,Pop,9529,Hip Hop,700,Pop,0.49204239297115937,49101,3,512,0
470,470,37,Non-binary,Australia,Premium,1,1089,EDM,316,688519,Classical,2552,Classical,635,Classical,0.07485960476021081,32334,6,707,0
471,471,38,Male,UK,Family,63,38951,Classical,442,598882,EDM,1482,EDM,192,Classical,0.8671204691916126,30925,89,710,0
472,472,24,Male,US,Family,7,72309,EDM,370,54473,Pop,6910,EDM,92,Classical,0.1673805033451835,35072,29,965,0
473,473,48,Non-binary,France,Family,59,55070,Pop,474,988378,EDM,1993,Pop,299,Classical,0.26329564165453867,33318,5,254,0
474,474,56,Female,UK,Free,49,29628,Classical,109,415549,Hip Hop,6692,Classical,787,Rock,0.4150912195913623,48954,49,529,0
475,475,20,Male,France,Student,44,12125,Pop,328,422586,Classical,7134,Hip Hop,198,Rock,0.5825434523254712,14947,12,69,0
476,476,46,Female,Canada,Premium,52,34088,Rock,383,234388,EDM,2579,Hip Hop,101,Pop,0.9628854250936343,14745,75,906,0
477,477,58,Male,France,Premium,9,11598,Pop,154,104413,Pop,4432,Hip Hop,859,Classical,0.6745076905076093,14521,76,465,0
478,478,19,Non-binary,Germany,Premium,34,16035,Pop,312,968352,Hip Hop,1193,Pop,492,EDM,0.24534369178898208,24603,80,688,1
479,479,57,Non-binary,US,Premium,55,37333,Rock,102,899833,Rock,6829,Pop,883,Pop,0.25551976702570733,37694,91,625,0
480,480,42,Male,Germany,Student,29,1686,Pop,343,500140,Classical,7698,EDM,647,Hip Hop,0.23921524114590365,34515,59,876,0
481,481,22,Non-binary,Canada,Family,61,19359,Hip Hop,471,744646,Hip Hop,8753,Classical,259,Classical,0.08545303079495414,29655,82,960,1
482,482,20,Non-binary,Australia,Student,92,67716,Pop,78,665441,Rock,2610,Hip Hop,957,Pop,0.3531673961277606,15157,19,209,0
483,483,59,Female,US,Student,28,57188,Pop,129,862431,Hip Hop,1382,Rock,769,Hip Hop,0.8965581541159363,14083,45,815,1
484,484,41,Male,Germany,Family,64,6461,Rock,451,36782,Pop,330,Classical,365,Hip Hop,0.5678508868066663,7777,81,660,0
485,485,24,Non-binary,Canada,Family,75,80474,Pop,17,482094,Pop,3883,Hip Hop,574,EDM,0.35415770665088775,4883,55,832,0
486,486,32,Non-binary,Australia,Family,91,66088,Pop,279,175308,Rock,7390,Hip Hop,142,Hip Hop,0.8855499084258793,8099,53,707,0
487,487,33,Male,US,Student,85,417,Pop,85,538984,Classical,2472,Rock,661,Pop,0.5569685065871125,48138,90,652,0
488,488,22,Non-binary,Canada,Premium,26,36534,Classical,253,471163,EDM,4877,Hip Hop,734,Rock,0.19954049977678534,1409,76,881,0
489,489,42,Female,UK,Free,36,38913,Pop,9,831422,Pop,8191,Rock,567,Rock,0.9254398347353566,44333,60,112,0
490,490,45,Male,US,Family,67,79507,Rock,436,117168,EDM,3429,Pop,936,Rock,0.4759299489356813,21238,15,492,1
491,491,36,Female,UK,Premium,13,72183,EDM,241,482230,Classical,721,Hip Hop,465,Hip Hop,0.22987638706208524,45195,33,719,0
492,492,56,Male,US,Premium,68,24217,Classical,226,747177,EDM,8693,Pop,962,Rock,0.6239091436009974,266,41,698,0
493,493,52,Non-binary,Canada,Free,68,13738,EDM,271,470857,Classical,9243,Classical,20,Rock,0.8637689443054349,22792,67,690,0
494,494,31,Female,France,Free,47,85583,Rock,84,288526,Classical,8489,EDM,63,EDM,0.03541825876310056,10426,41,103,0
495,495,61,Non-binary,France,Family,12,32976,Pop,249,462290,Rock,2563,Hip Hop,395,Pop,0.9032792420931633,37087,90,943,0
496,496,21,Non-binary,Germany,Family,32,97001,Pop,346,910928,Rock,5705,Pop,38,Pop,0.8631430123601697,23477,47,931,0
497,497,26,Male,Australia,Family,34,70856,EDM,312,125759,Hip Hop,8299,Classical,177,EDM,0.6238867016014904,43535,5,569,1
498,498,41,Female,France,Family,65,46465,Classical,340,100008,Rock,8315,Hip Hop,982,EDM,0.16974871674114989,25763,44,294,0
499,499,52,Non-binary,US,Student,94,42536,Rock,60,698067,Rock,4812,Rock,685,EDM,0.30318414927885706,30279,10,455,0
500,500,20,Male,France,Student,8,76237,EDM,282,620909,Classical,6820,Rock,1,Hip Hop,0.7684950008535977,27461,51,443,0
501,501,57,Non-binary,UK,Free,35,75378,Hip Hop,282,244930,Rock,6574,Rock,109,Pop,0.6862597324089524,32656,47,222,0
502,502,43,Non-binary,Australia,Premium,6,37038,EDM,373,950842,Classical,6570,Pop,69,Pop,0.8659408216248539,24844,96,128,1
503,503,46,Male,UK,Student,76,60591,Rock,327,760615,Pop,7195,Hip Hop,398,Pop,0.9550928576986192,29395,70,401,0
504,504,32,Non-binary,Canada,Family,74,16725,Hip Hop,182,11170,Rock,1179,Rock,827,Hip Hop,0.3945378243712,38415,10,613,0
505,505,22,Non-binary,France,Student,73,1954,Classical,409,465344,Pop,8551,Pop,555,Hip Hop,0.06854429302153364,29502,11,783,0
506,506,49,Female,Australia,Free,82,64635,Pop,327,755219,Hip Hop,548,EDM,521,Classical,0.37261957696614423,122,5,975,0
507,507,18,Female,Canada,Student,20,2629,Hip Hop,297,720893,Rock,5241,Classical,118,EDM,0.44818847213196167,47146,36,930,0
508,508,63,Female,US,Free,37,975,Rock,272,717266,EDM,1236,Pop,365,Classical,0.057197534615923806,33850,52,584,0
509,509,61,Male,France,Student,96,57277,Rock,392,632247,Pop,3045,Rock,913,Rock,0.9998402135363809,42621,58,403,0
510,510,58,Non-binary,Canada,Free,72,99913,EDM,276,11659,Classical,7167,EDM,885,Classical,0.7366609118399184,15718,67,401,0
511,511,30,Male,US,Family,67,10129,Hip Hop,36,21746,Rock,7629,EDM,774,Pop,0.31428418799623503,37740,48,47,0
512,512,52,Female,UK,Free,52,98526,Rock,4,895481,EDM,1608,Classical,796,Hip Hop,0.13730384970137988,463,0,20,1
513,513,48,Non-binary,France,Premium,74,63857,Hip Hop,235,843951,EDM,3399,Pop,12,Classical,0.2608713540283971,22721,8,139,0
514,514,56,Male,Germany,Student,86,33323,Rock,205,939561,Rock,2587,Pop,861,Hip Hop,0.29531720937710493,34549,59,835,0
515,515,23,Female,UK,Premium,92,2706,Classical,458,946526,Rock,4627,Classical,697,Rock,0.9934675649500659,15668,92,790,1
516,516,25,Female,Germany,Premium,47,29209,Pop,490,124247,Rock,4822,EDM,414,Classical,0.23286436161734858,1355,59,586,0
517,517,53,Male,US,Premium,3,58164,Rock,133,603156,EDM,7329,Pop,53,Hip Hop,0.20106498511637783,4087,86,376,0
518,518,36,Non-binary,France,Student,69,32985,Rock,34,564995,Rock,5167,Classical,168,Hip Hop,0.8904990789169692,42069,43,37,0
519,519,52,Male,UK,Free,23,39600,EDM,171,978980,Rock,746,Pop,667,EDM,0.6200220464782547,48378,45,243,0
520,520,59,Male,US,Family,49,20545,Hip Hop,105,374411,Rock,3062,Hip Hop,538,Rock,0.039440542131986556,24736,51,966,1
521,521,41,Female,UK,Free,64,10426,Pop,444,969045,Rock,3123,Hip Hop,846,Classical,0.4943424744528141,32895,43,859,1
522,522,53,Non-binary,UK,Free,36,37255,Hip Hop,349,388034,Rock,3836,EDM,497,Classical,0.09993474997288754,43622,42,730,1
523,523,45,Non-binary,Canada,Student,16,38696,EDM,90,529830,Hip Hop,18,Classical,157,Classical,0.8551258163251046,47910,70,171,0
524,524,40,Non-binary,Canada,Student,76,13039,Hip Hop,6,233988,EDM,7934,Rock,202,Classical,0.46801194889142306,47761,65,935,0
525,525,61,Female,Canada,Family,58,46512,Classical,174,348329,Hip Hop,8478,Rock,59,Classical,0.5227229804905268,37908,66,257,0
526,526,27,Male,Canada,Student,87,38447,Rock,323,450888,Rock,4145,EDM,978,Pop,0.3946061902365888,20113,15,84,0
527,527,56,Female,Canada,Premium,53,62457,Rock,415,576839,Classical,4386,Hip Hop,391,Rock,0.06801515869429597,27614,59,248,0
528,528,48,Female,Canada,Student,65,48143,Pop,41,134156,Hip Hop,1024,Rock,951,Classical,0.8900539317657411,13409,37,928,1
529,529,61,Female,Canada,Premium,68,96790,Classical,144,827646,EDM,292,Rock,594,Classical,0.8551893253738897,25159,69,601,0
530,530,32,Non-binary,Australia,Free,77,32036,EDM,355,692496,Classical,4573,Classical,399,Pop,0.315162410800805,22794,23,256,0
531,531,60,Female,Germany,Family,43,23314,EDM,90,522146,EDM,8816,Rock,713,EDM,0.06720931666724628,10786,27,480,0
532,532,49,Male,Germany,Free,52,98045,Hip Hop,432,407215,Hip Hop,731,Pop,14,Rock,0.16665075116292605,38083,41,422,0
533,533,62,Non-binary,Germany,Premium,1,17462,Pop,399,649266,EDM,132,EDM,573,Classical,0.2542440150218276,10681,23,160,0
534,534,39,Non-binary,Canada,Family,4,94502,Pop,88,706330,Hip Hop,4180,Classical,635,Classical,0.4429481309006067,20321,85,223,0
535,535,41,Female,Canada,Family,93,54114,EDM,307,863127,EDM,5313,Classical,819,EDM,0.49771464826322476,39153,58,194,1
536,536,21,Non-binary,France,Student,60,78956,Pop,215,755795,Rock,1295,Hip Hop,436,Pop,0.4989419544718038,6549,97,646,1
537,537,61,Female,Germany,Family,56,37203,Hip Hop,288,658203,Rock,3533,Classical,584,Hip Hop,0.6556787302382553,2686,62,375,0
538,538,43,Non-binary,Germany,Free,36,42368,Rock,39,591131,Classical,6749,Hip Hop,561,Rock,0.3897348196006919,25884,51,930,0
539,539,55,Non-binary,UK,Free,69,22450,Rock,286,929019,EDM,4114,Hip Hop,517,EDM,0.7333570713849056,22376,49,140,1
540,540,40,Female,Canada,Family,52,31143,Pop,144,902185,Hip Hop,2558,Rock,904,Rock,0.45468533293012414,33293,85,681,0
541,541,57,Male,Germany,Student,51,64483,Classical,440,387514,Hip Hop,2230,Rock,886,Pop,0.29466406544013146,34421,62,978,0
542,542,43,Female,France,Free,27,61417,Hip Hop,491,40823,Rock,2144,Pop,645,Classical,0.2537030965532193,4072,66,968,0
543,543,26,Female,Australia,Student,35,12980,Classical,206,252496,Rock,8135,Pop,54,Rock,0.35646416939295245,30864,15,953,1
544,544,34,Non-binary,France,Free,38,4881,Rock,208,221254,Hip Hop,9786,EDM,279,Hip Hop,0.6643560175900863,42172,62,744,1
545,545,61,Female,France,Premium,80,8595,Hip Hop,426,384277,Classical,9579,Hip Hop,758,Pop,0.5641079862976252,12475,59,203,0
546,546,30,Non-binary,Australia,Family,39,84685,Classical,412,735501,Rock,9249,Rock,370,Classical,0.45840133858056953,38786,37,442,0
547,547,54,Female,Germany,Student,48,4667,EDM,344,295567,Classical,5277,Rock,27,Hip Hop,0.2686872566729097,12392,82,238,0
548,548,60,Non-binary,Canada,Family,20,95361,Rock,424,56751,Hip Hop,795,EDM,126,Rock,0.6366582200330823,25393,48,830,0
549,549,36,Male,Canada,Premium,61,59925,Hip Hop,8,418191,Hip Hop,1696,Pop,809,Pop,0.9630219408411806,35836,22,92,0
550,550,57,Male,Canada,Student,22,39346,Pop,453,498124,Classical,1748,Rock,396,EDM,0.1345446395178277,3652,7,665,0
551,551,42,Non-binary,France,Free,19,59543,Classical,367,514502,Rock,360,EDM,961,EDM,0.08348389321497462,25716,61,435,0
552,552,44,Non-binary,France,Premium,74,75882,EDM,162,401184,Pop,7397,EDM,26,Rock,0.32010064839538876,29931,5,755,0
553,553,24,Male,UK,Student,95,30417,Pop,309,720953,EDM,5249,Hip Hop,971,Rock,0.4710887147617586,48502,82,738,0
554,554,30,Non-binary,Australia,Free,99,73389,Hip Hop,324,793938,Classical,2142,Rock,831,EDM,0.2897574220168164,1599,4,258,0
555,555,27,Male,Canada,Student,2,54340,Pop,148,624410,Pop,9975,EDM,229,Rock,0.8387301478478407,16217,45,686,1
556,556,48,Non-binary,UK,Premium,24,99040,Hip Hop,95,925582,Hip Hop,3952,Rock,294,EDM,0.8303925290609631,19886,68,446,0
557,557,30,Male,Germany,Student,78,82346,Classical,154,971966,Pop,7382,Rock,342,Classical,0.06888344707280203,17100,74,661,1
558,558,33,Female,France,Student,21,7623,EDM,262,54512,Hip Hop,3913,Classical,5,Pop,0.4813735929554056,12093,10,717,0
559,559,33,Male,US,Family,47,60300,Classical,355,602087,Rock,6919,Hip Hop,248,Pop,0.8090965806669571,37030,66,534,1
560,560,30,Female,Australia,Student,61,65064,Hip Hop,400,882883,Classical,2205,Pop,412,Classical,0.5535199369008835,29438,58,577,1
561,561,46,Male,Germany,Premium,92,56070,Hip Hop,40,473733,EDM,769,Hip Hop,639,Classical,0.4506457623841046,20556,66,103,0
562,562,36,Male,Canada,Family,78,57992,EDM,79,28717,Hip Hop,7012,Classical,885,EDM,0.289965403119839,25766,16,621,0
563,563,29,Non-binary,Germany,Family,48,99864,EDM,33,199089,EDM,9624,Pop,662,Hip Hop,0.9116702986609089,4572,91,675,0
564,564,57,Male,France,Family,46,56949,Rock,101,12416,Hip Hop,3707,EDM,723,EDM,0.9986404536445995,34729,58,258,0
565,565,46,Non-binary,US,Free,93,19347,Hip Hop,94,263637,Hip Hop,9967,Pop,170,Classical,0.13577667904729074,22201,50,397,0
566,566,35,Non-binary,France,Premium,84,9956,Rock,439,133366,EDM,8853,Hip Hop,163,Pop,0.0584823192699202,30231,24,550,0
567,567,55,Non-binary,France,Premium,31,17458,Rock,68,133811,Pop,9385,Pop,327,Pop,0.13265433405960214,33193,95,441,0
568,568,22,Female,US,Premium,40,50697,Classical,348,218824,Pop,8487,EDM,247,Rock,0.18468309596541277,20222,84,368,0
569,569,32,Female,France,Free,50,58710,Pop,451,212962,Pop,8458,Hip Hop,806,Classical,0.41377163807000894,28432,17,203,0
570,570,57,Female,Canada,Family,76,41652,Hip Hop,135,396301,Hip Hop,6314,Classical,698,EDM,0.6945672846514214,18352,42,273,1
571,571,37,Non-binary,Australia,Student,26,93443,Rock,249,189608,Hip Hop,8894,Pop,985,Pop,0.14312334745899213,43421,20,437,0
572,572,34,Non-binary,Canada,Family,77,8528,Pop,297,684733,Classical,4649,Classical,606,Hip Hop,0.3491335453505934,16564,47,871,0
573,573,42,Female,Canada,Family,42,63015,EDM,7,546483,Pop,4623,Pop,528,Pop,0.06315906716814257,7259,13,277,0
574,574,19,Non-binary,Australia,Free,26,5589,EDM,320,435454,Rock,9751,EDM,664,Rock,0.2953716762697769,45831,57,213,0
575,575,62,Non-binary,Australia,Student,33,13185,Pop,365,136413,EDM,5117,Rock,991,Hip Hop,0.9959254486197289,11707,78,198,1
576,576,58,Non-binary,Germany,Student,53,1357,Rock,5,442065,Rock,1598,Classical,2,Rock,0.6523811106644191,31349,56,772,0
577,577,57,Male,US,Premium,5,73362,Rock,378,170717,Rock,5815,Hip Hop,538,Rock,0.836837858835356,6057,27,447,0
578,578,42,Female,UK,Student,62,22178,Classical,177,405367,Rock,7645,Hip Hop,768,Pop,0.2820751909623902,33674,73,187,0
579,579,44,Non-binary,Germany,Premium,96,5684,EDM,300,929599,Rock,5188,Pop,828,Rock,0.7946712241897441,16767,52,316,0
580,580,51,Female,US,Student,85,2665,Classical,295,171930,EDM,7864,Rock,238,Hip Hop,0.22104382835512892,7294,22,957,0
581,581,37,Female,US,Free,83,49318,Hip Hop,477,94661,Classical,2091,Classical,358,EDM,0.6302917460866833,49640,39,524,0
582,582,57,Female,Germany,Student,38,42235,Rock,232,307373,Rock,3191,Pop,155,Pop,0.08863756551097646,39257,14,344,0
583,583,19,Female,Canada,Free,19,2307,EDM,54,236060,Pop,8458,Pop,353,Pop,0.47019348745706724,735,10,405,0
