customer_id,signup_date,last_login_date,customer_age,gender,location,subscription_type,subscription_end_date,number_of_logins,number_of_purchases,average_purchase_amount,total_amount_spent,customer_satisfaction_score,customer_service_calls,app_usage_duration,days_since_last_purchase,days_until_subscription_renewal,has_watched_prime_video,has_watched_prime_music,churn
cust_430,2022-02-27,2023-05-06,50,Male,Urban,Annual,2022-09-20,68,32,65.78524102879766,8103.767513604528,3,7,9,175,268,True,False,True
cust_431,2023-09-26,2023-03-07,46,Male,Urban,Monthly,2023-05-20,44,20,29.9320026031615,906.1177962986488,7,3,13,184,218,False,True,False
cust_432,2023-05-28,2022-08-27,22,Female,Rural,Annual,2023-07-04,69,35,18.948140273081325,7389.262296454191,4,6,14,55,138,False,True,False
cust_433,2022-04-06,2022-10-31,23,Female,Urban,Annual,2022-07-22,85,8,7.696584422315544,7157.867452377541,3,4,13,66,199,False,False,True
cust_434,2023-09-30,2022-10-25,48,Male,Suburban,Annual,2022-12-13,16,38,58.59949322601269,6894.018616370678,4,5,15,62,361,True,False,True
cust_435,2022-04-28,2022-03-17,33,Male,Suburban,Annual,2022-02-21,78,41,28.4051357508735,2766.923434895503,1,7,7,40,153,False,False,True
cust_436,2023-07-14,2023-12-01,48,Male,Urban,Annual,2023-08-16,38,44,63.050951459081425,5733.669894901273,3,3,8,230,349,True,True,False
cust_437,2023-08-24,2022-11-29,42,Female,Rural,Annual,2022-12-22,39,7,5.8656444883771535,7615.777908000503,9,5,7,150,213,True,True,True
cust_438,2023-05-03,2023-10-04,65,Male,Suburban,Monthly,2023-06-03,27,19,37.56630650056271,6375.9194492851675,7,9,10,174,49,False,True,False
cust_439,2022-08-25,2023-04-19,63,Female,Suburban,Annual,2022-12-29,1,9,26.05532153697756,8043.057205447004,6,1,11,320,48,False,True,True
cust_440,2022-09-29,2022-10-10,50,Male,Rural,Annual,2022-02-14,81,31,37.033407800111306,6878.823649259398,7,8,13,225,358,True,True,True
cust_441,2022-07-08,2023-08-14,30,Female,Urban,Annual,2023-01-13,26,27,5.4283429756587065,2744.4988809223146,6,8,17,96,345,True,True,True
cust_442,2023-12-05,2022-03-13,69,Male,Suburban,Annual,2023-02-16,20,9,72.41814188334466,1530.5654482313803,6,9,22,227,243,False,False,True
cust_443,2023-03-23,2022-09-20,27,Female,Urban,Annual,2022-05-22,86,7,11.669733314297325,6319.789863481458,6,9,11,35,346,False,False,True
cust_444,2023-08-04,2023-12-04,41,Male,Urban,Annual,2022-09-15,6,46,1.4402626348153258,7597.583808707214,1,5,3,13,341,False,False,True
cust_445,2022-09-04,2023-07-29,27,Male,Urban,Annual,2022-02-06,60,32,94.62891013893335,1423.229523656333,2,5,12,164,268,False,False,True
cust_446,2022-03-17,2022-01-12,58,Male,Urban,Annual,2022-02-14,51,46,19.28763823650499,1748.204578624216,0,9,20,180,262,True,True,True
cust_447,2022-06-03,2022-05-21,48,Male,Suburban,Annual,2023-09-24,47,48,82.80612984454608,120.69347258406249,1,6,15,192,243,False,False,False
cust_448,2023-10-18,2023-07-09,30,Female,Rural,Monthly,2022-02-15,18,12,96.44705997571243,5317.491810358468,9,3,9,302,170,False,True,True
cust_449,2023-03-11,2022-01-17,20,Female,Suburban,Monthly,2023-10-14,72,43,53.41211995687619,5422.910477471825,5,6,20,198,41,True,False,False
cust_450,2022-03-27,2022-03-04,76,Female,Rural,Monthly,2023-07-19,11,34,52.611816004754644,5000.757917986678,1,9,10,335,12,True,False,False
cust_451,2023-11-28,2022-09-10,67,Female,Urban,Annual,2022-10-28,93,28,36.741724498340965,3160.100188117154,0,0,11,245,267,False,False,True
cust_452,2022-10-12,2023-04-10,69,Female,Rural,Monthly,2022-10-15,70,4,42.55948647753949,4278.112344921188,7,6,17,13,203,True,False,True
cust_453,2022-08-08,2023-01-11,51,Male,Urban,Monthly,2022-09-26,1,2,48.20753969533401,7662.3677043563575,8,0,1,78,293,False,False,True
cust_454,2022-03-10,2023-06-04,66,Female,Suburban,Monthly,2022-03-03,16,36,15.209440372062922,1817.9688126210203,6,7,18,0,258,False,False,True
cust_455,2022-02-16,2022-03-31,45,Female,Suburban,Monthly,2023-07-20,74,40,36.473672394035916,2015.478866549445,2,9,4,274,199,True,False,False
cust_456,2022-04-04,2023-09-22,36,Female,Rural,Annual,2023-08-04,75,5,81.61084426094453,6669.782647765901,0,5,19,313,317,False,True,False
cust_457,2023-03-29,2022-06-24,40,Female,Urban,Monthly,2022-08-30,2,47,18.239811958147246,8669.008735859728,3,0,9,134,158,False,False,True
cust_458,2022-07-23,2022-03-17,62,Male,Urban,Monthly,2022-12-20,20,41,72.98532469541153,3403.93468236303,9,0,15,332,199,False,False,True
cust_459,2022-08-06,2023-09-05,49,Male,Rural,Annual,2022-03-12,77,15,65.15866002681906,9327.44325146608,2,3,11,114,292,False,False,True
cust_460,2023-04-19,2023-10-25,30,Male,Urban,Monthly,2023-02-17,78,34,5.729777528265911,576.7607361765248,2,6,8,63,279,True,False,True
cust_461,2023-03-08,2023-02-04,50,Male,Urban,Annual,2023-09-04,50,17,2.242886843768044,1185.1932032144607,1,4,2,273,91,True,False,False
cust_462,2022-12-07,2022-03-12,51,Female,Urban,Monthly,2022-03-02,9,10,35.252846257834904,4599.596194931458,9,4,0,195,67,True,True,True
cust_463,2023-07-05,2022-06-29,50,Female,Suburban,Monthly,2023-09-07,54,22,69.21702771318411,7234.852276285395,2,7,4,305,63,False,False,False
cust_464,2023-09-04,2022-05-04,73,Male,Suburban,Monthly,2023-03-28,35,46,33.04179273606616,3708.369647356092,4,1,7,323,143,True,True,False
cust_465,2022-10-16,2023-01-16,22,Male,Suburban,Annual,2023-01-28,50,10,66.77333006004939,5547.472901676015,3,3,16,90,273,False,True,True
cust_466,2022-09-11,2022-10-20,73,Female,Urban,Monthly,2023-09-23,73,28,66.54581430279816,285.70685642601234,0,3,0,271,67,True,True,False
cust_467,2022-12-23,2022-07-14,20,Female,Suburban,Monthly,2023-06-13,16,41,80.65546226242687,4618.343116711965,0,7,12,77,234,False,True,False
cust_468,2022-01-23,2022-08-16,78,Male,Urban,Annual,2022-11-01,88,26,9.948561470384476,2425.7553447514156,0,5,5,236,313,False,False,True
cust_469,2023-06-06,2023-03-07,77,Male,Urban,Monthly,2022-07-10,60,8,57.71288911874637,5163.688405358548,9,9,14,311,122,True,False,True
cust_470,2022-04-10,2023-03-12,24,Male,Rural,Monthly,2022-03-19,90,34,6.249711957331449,5258.33205311437,8,8,6,13,300,False,False,True
cust_471,2022-06-29,2023-04-06,41,Male,Urban,Monthly,2023-07-12,96,8,17.59471402733378,7531.589280770553,8,9,23,169,52,True,True,False
cust_472,2022-08-11,2023-09-10,39,Female,Suburban,Monthly,2023-08-28,74,17,32.55009028561425,5398.416278669021,8,8,7,108,26,False,False,False
cust_473,2023-10-21,2022-01-21,62,Female,Suburban,Monthly,2023-06-09,12,43,70.73892404294659,6142.691727779214,9,3,2,325,35,True,False,False
cust_474,2023-03-18,2022-03-05,78,Female,Urban,Annual,2022-10-28,64,20,97.38779750040814,5296.465817300435,3,9,14,317,99,True,False,True
cust_475,2023-08-31,2022-06-14,40,Male,Suburban,Annual,2022-01-17,94,47,34.25208143859106,9903.774343858297,3,6,3,42,140,True,False,True
cust_476,2022-11-21,2022-01-27,47,Female,Urban,Annual,2023-07-28,96,35,52.11444854026842,7916.193619232243,9,2,8,312,175,True,False,False
cust_477,2023-05-31,2022-11-07,77,Female,Rural,Monthly,2023-03-10,84,0,25.905559542243537,7556.450280022727,6,5,10,357,187,False,True,True
cust_478,2022-01-16,2022-10-12,35,Male,Urban,Monthly,2022-02-12,79,26,67.54896206096147,6272.594609937639,2,0,20,74,205,False,True,True
cust_479,2022-12-02,2023-10-22,49,Male,Urban,Monthly,2022-03-09,86,44,36.65858679504465,5283.706993308375,9,4,13,306,105,False,True,True
cust_480,2022-09-15,2022-10-08,73,Male,Rural,Monthly,2023-01-15,73,39,48.159617343827755,3447.57139606369,2,5,8,240,100,True,False,True
cust_481,2023-05-12,2022-06-13,70,Male,Suburban,Monthly,2022-07-31,47,37,56.78128758506288,7839.67926088211,3,4,11,322,110,True,False,True
cust_482,2022-06-09,2022-08-12,24,Male,Rural,Annual,2022-07-22,96,28,68.62423299072766,1896.0916638719473,5,6,4,79,178,False,True,True
cust_483,2023-04-20,2022-05-26,50,Male,Rural,Annual,2022-04-19,85,39,6.0051661289753255,365.48899939419124,0,3,20,171,13,True,False,True
cust_484,2023-10-26,2022-01-30,22,Female,Urban,Annual,2022-10-11,69,18,55.49010937865937,6981.720445281012,2,4,5,315,250,False,False,True
cust_485,2023-11-21,2022-02-14,66,Female,Urban,Monthly,2023-08-29,46,23,43.1164097814436,1448.5169677873355,4,3,18,258,170,True,False,False
cust_486,2023-11-06,2023-04-16,45,Female,Rural,Annual,2022-08-13,99,43,13.376508647966713,9038.26082760931,3,8,4,327,258,True,False,True
cust_487,2023-01-15,2022-02-03,78,Female,Suburban,Annual,2022-04-28,9,0,20.80366683313617,7706.813869695144,7,1,0,113,152,True,False,True
cust_488,2023-06-29,2023-10-15,25,Female,Rural,Annual,2023-08-26,56,35,88.38900911001375,6022.443778273,8,0,9,335,33,False,True,False
cust_489,2023-11-22,2023-03-03,32,Female,Suburban,Annual,2022-12-06,79,22,87.17760091002368,3139.2465367460877,7,3,13,110,197,True,True,True
cust_490,2023-03-03,2022-08-09,69,Male,Rural,Monthly,2022-10-08,12,12,3.3330254423674877,6379.423590898403,8,5,22,309,231,False,False,True
cust_491,2023-09-05,2023-06-18,21,Male,Rural,Monthly,2023-05-06,60,29,68.94014912362523,4768.566898850057,7,9,16,1,192,True,False,False
cust_492,2022-09-25,2023-11-23,51,Male,Suburban,Annual,2022-01-19,57,48,55.418731313735414,2911.484678196643,9,7,10,28,187,False,False,True
cust_493,2023-07-31,2023-01-02,22,Female,Rural,Annual,2022-06-24,83,36,93.98158431472486,9450.789770967905,0,3,3,271,237,False,True,True
cust_494,2023-02-21,2023-07-04,50,Female,Urban,Annual,2023-04-14,67,10,90.80057110224158,1618.8941536649259,6,0,17,246,303,False,True,False
cust_495,2022-06-17,2023-08-05,74,Male,Rural,Annual,2023-09-10,83,6,57.9561912852362,7533.83749420877,8,8,18,220,327,True,True,False
cust_496,2022-02-12,2022-04-26,22,Male,Urban,Annual,2022-05-22,85,34,13.895492131850363,8000.385678918343,0,2,3,94,208,False,True,True
cust_497,2023-07-10,2022-08-27,55,Male,Suburban,Annual,2023-04-08,28,10,45.981502366930016,9517.946081783288,9,5,11,233,204,False,False,False
cust_498,2022-10-12,2022-12-01,51,Male,Suburban,Annual,2022-10-25,15,48,72.51643669290058,5494.1642980215875,0,9,13,314,104,False,True,True
cust_499,2023-02-01,2023-03-17,75,Male,Urban,Annual,2023-04-15,62,42,95.17366350898713,5348.751610143656,9,7,17,242,290,False,True,False
cust_500,2022-01-12,2022-05-28,43,Female,Rural,Annual,2023-12-06,46,46,36.38294057525826,9202.892090123392,1,4,0,23,241,False,False,False
cust_501,2023-08-30,2022-01-09,18,Female,Urban,Monthly,2023-01-08,42,39,78.46714759535519,8010.9325934118915,4,6,19,338,96,False,True,True
cust_502,2022-10-29,2022-10-15,21,Female,Urban,Annual,2023-04-13,22,47,68.33407532817237,7636.36479545404,7,9,10,159,364,False,False,False
cust_503,2022-09-10,2023-01-23,56,Male,Suburban,Monthly,2023-03-14,29,20,7.829277714226213,7891.370542113122,7,8,18,329,364,True,True,False
cust_504,2023-05-14,2022-02-19,71,Female,Urban,Monthly,2023-03-19,56,46,55.7976850286288,4931.810914642869,9,0,0,181,288,False,False,False
cust_505,2022-02-04,2023-06-01,43,Male,Rural,Annual,2023-04-01,29,2,18.350883353938585,414.18617831046834,3,7,0,240,114,True,True,False
cust_506,2022-03-31,2023-09-30,50,Female,Urban,Annual,2022-09-05,66,29,68.35492921777644,1982.6488365947914,6,1,2,183,309,False,False,True
cust_507,2023-08-28,2023-08-10,50,Male,Suburban,Monthly,2022-05-22,55,23,61.008484694063924,6429.920876642867,6,0,13,351,38,False,False,True
cust_508,2023-08-25,2023-11-08,25,Male,Rural,Monthly,2023-02-06,23,37,97.30480916338331,3961.6591842927164,8,3,7,342,109,False,False,True
cust_509,2023-02-22,2022-10-05,37,Female,Suburban,Annual,2022-08-10,76,2,93.53826651248094,6067.702483970031,8,5,14,352,191,False,True,True
cust_510,2022-04-25,2022-10-27,33,Female,Urban,Monthly,2022-07-03,95,36,0.9372833598881192,5516.779027412593,2,7,3,349,165,False,True,True
cust_511,2023-09-09,2023-08-12,38,Female,Urban,Annual,2022-12-30,75,32,8.002943017169962,4386.60305556885,7,0,10,93,293,False,False,True
cust_512,2022-07-15,2023-10-11,62,Female,Suburban,Annual,2022-07-07,7,21,76.91343114295613,2347.280214809462,4,0,7,326,72,True,True,True
cust_513,2023-05-16,2023-09-10,72,Female,Suburban,Monthly,2022-04-23,87,30,68.56430729760768,7189.5989077863505,4,9,6,207,111,True,True,True
cust_514,2023-09-18,2023-08-30,73,Male,Rural,Annual,2022-06-30,43,45,80.09455985168914,9090.451297513959,7,1,23,52,356,True,False,True
cust_515,2023-05-08,2022-05-15,43,Female,Suburban,Monthly,2022-07-18,79,11,26.681492266832365,7699.637189507896,5,8,1,93,302,False,True,True
cust_516,2022-03-16,2023-08-03,40,Female,Suburban,Annual,2022-03-11,95,44,84.93227687624766,1200.3823612214926,9,3,7,97,64,False,False,True
cust_517,2023-02-17,2022-05-27,35,Male,Urban,Annual,2023-08-21,33,13,44.24194719881359,5379.497384997813,9,6,21,117,355,False,False,False
cust_518,2023-01-11,2023-05-05,79,Female,Urban,Monthly,2023-04-30,34,11,26.190848467444173,8353.661823655819,0,2,18,289,297,True,True,False
cust_519,2023-02-24,2023-04-23,48,Male,Suburban,Monthly,2023-02-03,95,26,1.0607747584892357,5909.817821036992,3,0,22,316,101,True,False,True
cust_520,2022-10-04,2022-06-08,69,Female,Suburban,Annual,2023-07-05,49,12,87.13640348195938,4395.691609135377,8,0,8,357,54,False,True,False
cust_521,2023-11-07,2023-01-19,59,Female,Urban,Annual,2023-10-05,16,23,53.53438492401724,2845.4634980492087,4,8,15,60,314,False,False,False
cust_522,2023-01-29,2022-06-12,29,Male,Rural,Monthly,2022-01-10,1,37,97.53820837519926,3303.9075058643007,3,3,7,251,193,False,False,True
cust_523,2023-04-02,2023-03-17,18,Female,Rural,Annual,2022-01-03,89,46,71.46813895672595,2421.5683009801037,9,2,7,247,73,True,False,True
cust_524,2022-07-11,2022-07-08,59,Female,Rural,Monthly,2023-04-23,53,47,8.041714348977857,1957.2645130434141,0,4,10,263,306,True,True,False
cust_525,2023-11-20,2023-02-19,26,Female,Rural,Monthly,2023-10-24,43,8,58.81911864021424,5888.651486188295,8,0,6,53,291,True,True,False
cust_526,2022-04-09,2022-12-05,20,Female,Urban,Monthly,2022-03-08,80,7,1.7124539823347495,5093.848036135819,7,2,20,180,183,False,False,True
cust_527,2023-07-02,2023-08-30,77,Male,Suburban,Annual,2023-12-06,48,36,55.778185421293216,7348.330842078828,2,3,1,147,41,False,False,False
cust_528,2022-04-06,2022-06-30,68,Male,Rural,Monthly,2022-04-07,1,14,35.02016630990808,3079.2953735820915,8,5,20,45,357,False,True,True
cust_529,2023-10-26,2022-10-15,43,Female,Urban,Annual,2023-06-15,71,6,64.32958347187656,4608.240805757971,0,8,4,117,98,True,False,False
cust_530,2023-10-25,2022-07-06,26,Female,Suburban,Monthly,2022-11-14,69,23,54.15742062462707,6803.702190502685,3,2,17,92,127,True,False,True
cust_531,2022-07-09,2022-05-18,59,Male,Rural,Annual,2022-04-08,8,48,26.135032341448838,9632.33785066177,4,3,10,30,12,False,True,True
cust_532,2022-02-06,2022-05-10,68,Male,Suburban,Annual,2022-02-26,0,15,16.235060910582398,3488.70401640493,3,4,16,212,98,True,False,True
cust_533,2023-01-04,2022-07-13,33,Female,Rural,Monthly,2022-04-17,68,23,40.47114863417496,2982.0886961337524,3,7,20,153,307,True,False,True
cust_534,2023-11-26,2022-11-12,41,Male,Suburban,Monthly,2022-03-29,8,42,98.68363148496046,4492.883709243631,8,8,5,277,139,True,True,True
cust_535,2023-06-09,2022-05-24,67,Male,Rural,Monthly,2023-10-15,13,6,43.569864054927166,7238.739634635536,4,2,12,312,203,True,True,False
cust_536,2022-10-06,2022-01-16,31,Male,Rural,Annual,2023-10-18,26,42,74.87871378222916,9615.502979670215,0,2,6,103,139,False,False,False
cust_537,2022-08-05,2022-10-29,78,Male,Suburban,Annual,2023-01-06,8,27,5.697352560537072,5365.36323315956,6,6,10,153,317,True,True,True
cust_538,2022-09-30,2023-02-27,20,Female,Suburban,Annual,2023-01-10,35,1,37.88657644174036,8124.402403965896,5,8,17,272,219,False,False,True
cust_539,2022-03-03,2022-09-02,51,Male,Suburban,Monthly,2022-02-21,92,33,58.03230371990038,4643.998058209934,8,0,5,344,348,False,True,True
cust_540,2023-08-19,2022-04-17,50,Female,Urban,Monthly,2022-02-10,83,37,75.1196513328482,398.5712869008673,3,0,11,356,232,True,False,True
cust_541,2022-12-08,2022-03-29,67,Female,Urban,Monthly,2022-04-01,78,2,52.838365731706006,8942.113092776995,9,1,23,154,299,True,False,True
cust_542,2023-02-01,2022-05-09,41,Male,Suburban,Monthly,2022-02-08,99,0,51.52955458007813,2898.7809269852737,5,5,21,322,131,True,False,True
cust_543,2023-11-30,2022-12-07,26,Female,Urban,Monthly,2022-01-13,2,30,76.3906912597169,1386.656413026931,9,2,2,55,158,True,True,True
cust_544,2022-01-19,2022-01-04,30,Female,Rural,Annual,2023-08-31,22,22,31.328771731890026,9961.614938287026,6,7,18,279,122,True,True,False
cust_545,2022-06-26,2022-11-23,19,Male,Suburban,Monthly,2023-09-13,72,19,9.061052087139254,3473.989962790568,3,4,10,24,242,False,True,False
cust_546,2023-09-04,2023-02-14,24,Male,Urban,Annual,2022-04-14,29,15,34.71504710174057,1365.3827733770263,8,2,22,265,233,True,False,True
cust_547,2023-01-31,2022-11-02,65,Male,Suburban,Monthly,2022-02-12,18,45,15.899623544943465,3115.4217843824626,0,7,1,291,89,False,True,True
cust_548,2023-03-21,2023-08-30,38,Female,Rural,Monthly,2022-07-28,66,31,96.59442041334333,5138.376267829124,0,7,2,233,246,False,True,True
cust_549,2022-08-21,2022-08-13,36,Female,Rural,Monthly,2023-08-23,49,16,57.75115474766916,879.5708650298684,2,1,22,209,147,True,True,False
cust_550,2022-03-17,2022-12-14,42,Female,Urban,Monthly,2023-08-28,47,17,44.660043132761864,3526.2083436389335,8,4,16,124,242,False,True,False
cust_551,2022-09-22,2022-11-17,64,Female,Rural,Monthly,2023-11-17,2,3,91.20518781565673,6688.564227760602,4,2,4,172,47,True,False,False
cust_552,2023-03-31,2023-07-13,39,Male,Suburban,Annual,2023-04-21,97,34,90.03613873671033,9159.320049035608,0,6,1,117,222,False,True,False
cust_553,2023-01-19,2022-06-30,28,Female,Urban,Monthly,2023-09-30,65,39,41.56972790742096,3974.3768456014263,4,1,11,313,135,False,True,False
cust_554,2023-07-18,2023-09-10,50,Male,Suburban,Annual,2022-04-19,26,35,87.47273622498103,5645.642457449139,5,8,4,82,200,True,False,True
cust_555,2023-05-21,2023-01-21,49,Male,Suburban,Annual,2023-07-13,86,22,6.40259331430123,6360.62199966944,3,1,12,81,238,True,False,False
cust_556,2023-01-02,2023-09-10,38,Male,Suburban,Annual,2022-08-02,95,14,88.57191453325468,707.5347933782894,6,1,21,22,59,False,True,True
cust_557,2022-05-24,2022-04-18,56,Male,Rural,Annual,2023-08-27,98,12,31.05835285554317,3422.2504238998386,2,5,23,135,279,False,True,False
cust_558,2022-03-10,2023-06-15,37,Female,Suburban,Monthly,2023-11-24,39,13,56.51222843406213,6842.540151625131,4,2,6,305,16,True,False,False
cust_559,2022-04-09,2023-02-14,25,Male,Rural,Monthly,2023-02-13,17,13,26.968858327239097,7356.610864902403,5,2,20,88,320,True,False,True
cust_560,2023-01-31,2022-10-23,59,Female,Suburban,Monthly,2023-07-07,26,36,98.47995571693394,3559.5211017382767,6,9,10,298,166,True,True,False
cust_561,2022-01-25,2022-06-20,54,Male,Rural,Monthly,2023-09-25,10,4,7.177998333628022,67.36250349803741,9,1,4,351,361,False,True,False
cust_562,2023-04-14,2022-11-27,26,Male,Rural,Monthly,2022-03-18,38,21,44.69552867806511,68.65600247428216,1,4,17,210,54,True,True,True
cust_563,2023-04-29,2023-05-08,42,Male,Rural,Annual,2022-04-05,18,27,62.09881548335613,5381.2001772671965,4,4,5,81,76,False,True,True
cust_564,2023-07-19,2022-07-14,42,Female,Suburban,Monthly,2022-09-26,88,44,61.56122523372905,5514.858965324552,6,6,2,95,316,True,False,True
cust_565,2022-05-31,2022-01-12,50,Male,Suburban,Monthly,2022-12-27,6,3,73.87583897648439,5557.194323777292,6,7,5,45,30,True,False,True
cust_566,2022-05-24,2022-07-14,19,Male,Rural,Annual,2023-06-14,94,49,72.44153263220431,7217.530658303848,2,7,15,359,100,False,False,False
cust_567,2023-07-23,2023-05-05,36,Male,Suburban,Monthly,2023-11-14,56,37,79.31427052003035,9212.693956941364,7,2,2,270,27,False,False,False
cust_568,2022-02-08,2022-07-01,63,Male,Rural,Monthly,2022-06-11,1,28,23.428740948969164,9901.702077343492,0,5,17,48,31,True,True,True
cust_569,2022-04-19,2023-10-18,37,Female,Suburban,Annual,2023-04-10,37,36,37.05064934018946,7010.667546248789,3,4,23,148,262,False,False,False
cust_570,2023-11-24,2022-11-12,59,Female,Rural,Monthly,2023-07-18,4,34,38.20331159802727,5139.987176239647,2,3,3,74,205,True,False,False
cust_571,2022-02-11,2023-11-25,58,Male,Rural,Annual,2023-07-02,77,19,95.5839660910142,1409.9479832031482,3,9,4,220,269,False,True,False
cust_572,2022-07-05,2022-01-30,59,Male,Urban,Annual,2022-07-06,81,34,40.93118570852082,3841.751793998346,8,5,8,223,72,False,False,True
cust_573,2023-02-02,2023-08-19,46,Female,Suburban,Monthly,2022-02-21,35,34,22.18692107046769,5724.566656798808,7,3,3,5,69,False,False,True
cust_574,2022-08-11,2023-11-09,23,Female,Suburban,Annual,2023-05-03,67,19,63.23444263917507,9998.084811737648,3,7,0,54,178,True,True,False
cust_575,2023-09-26,2022-04-06,34,Female,Urban,Monthly,2023-06-15,87,1,42.726691482522824,1269.8162331813,7,8,21,338,206,True,False,False
cust_576,2022-05-13,2023-01-16,77,Male,Rural,Monthly,2023-01-31,76,17,25.008006311574825,7930.764711535562,0,0,10,331,29,True,False,True
cust_577,2022-06-12,2023-03-20,42,Female,Rural,Monthly,2022-04-02,84,29,71.51354744582011,9989.401982890806,7,0,4,14,143,True,True,True
cust_578,2022-08-03,2022-10-25,55,Male,Urban,Annual,2023-10-13,56,41,19.192528664772844,8052.912829710658,9,3,9,10,158,False,True,False
cust_579,2022-08-23,2022-12-27,21,Female,Urban,Annual,2022-12-23,96,28,63.33540406593484,7671.441595563009,1,5,2,166,245,False,True,True
cust_580,2023-10-20,2023-01-09,47,Female,Rural,Annual,2023-09-03,19,38,43.053070973707705,2586.811370640487,5,7,14,73,267,True,False,False
cust_581,2023-08-11,2023-07-08,37,Male,Suburban,Annual,2022-05-24,4,21,31.916716433067215,33.625071608925914,5,0,13,306,212,False,False,True
cust_582,2022-01-09,2022-10-30,20,Female,Urban,Annual,2022-07-18,23,28,94.59822674873011,2259.8708809987756,2,2,4,164,258,True,False,True
cust_583,2022-03-15,2023-02-25,40,Male,Urban,Annual,2022-11-19,98,45,32.44075078147799,7898.001150738954,4,3,7,184,66,False,True,True
cust_584,2023-05-07,2022-09-03,68,Female,Urban,Annual,2022-11-28,29,9,34.75073741499683,1072.8119856574713,1,9,16,87,341,True,False,True
cust_585,2022-09-10,2022-08-25,35,Male,Urban,Annual,2022-09-21,27,19,87.06383641331709,2961.1837482429805,7,1,19,242,363,False,False,True
cust_586,2022-08-18,2023-06-18,43,Female,Urban,Annual,2022-08-05,52,15,12.904336287549324,5625.05270979849,7,8,18,355,337,True,True,True
cust_587,2023-06-03,2022-07-04,73,Female,Urban,Annual,2023-12-02,50,5,10.806874964606106,5798.103004410229,4,2,3,64,259,False,True,False
cust_588,2022-06-23,2023-04-13,53,Male,Rural,Annual,2023-07-10,6,16,28.270778408450248,5429.886904452976,6,3,1,272,275,False,False,False
cust_589,2023-10-15,2022-12-29,25,Male,Rural,Monthly,2023-03-10,41,5,59.16359232744598,9808.834953745412,7,3,1,190,249,True,True,True
cust_590,2022-06-17,2022-10-10,34,Male,Urban,Annual,2023-04-05,34,21,38.4300160110138,122.85595650897152,3,0,1,141,44,True,True,False
cust_591,2022-06-19,2023-07-07,48,Male,Rural,Monthly,2023-12-02,93,17,60.85544808356751,4875.985100792743,1,4,2,37,350,False,True,False
cust_592,2023-01-28,2022-12-02,54,Female,Suburban,Monthly,2023-05-18,33,31,15.975063104443466,5044.2062032784015,4,4,8,152,349,False,True,False
cust_593,2023-09-26,2022-06-11,62,Female,Suburban,Monthly,2023-04-14,72,27,26.145084876734703,2933.2213312095023,6,1,4,36,286,True,False,False
cust_594,2022-07-13,2022-06-09,74,Female,Urban,Monthly,2023-12-07,75,41,56.51623338124716,5250.712756587727,3,0,19,226,27,True,False,False
cust_595,2023-06-01,2023-04-19,50,Female,Suburban,Annual,2023-01-01,53,9,21.714920225873236,6732.798408005756,3,4,14,341,328,False,True,True
cust_596,2022-01-29,2023-08-24,44,Female,Suburban,Monthly,2022-08-27,28,40,42.28046304904449,6727.559076505797,3,4,3,251,314,True,False,True
cust_597,2022-06-14,2022-11-18,62,Female,Rural,Monthly,2023-09-16,9,21,57.26478769916896,878.569757416906,8,6,2,134,304,True,True,False
cust_598,2023-02-26,2022-01-12,21,Male,Rural,Monthly,2023-08-04,26,27,97.36509022809145,8024.599806645666,8,9,8,10,228,False,True,False
cust_599,2022-12-05,2023-02-28,39,Female,Rural,Annual,2023-07-15,82,14,7.988665787759319,9307.098300857142,9,9,9,201,237,True,True,False
cust_600,2023-10-10,2022-03-14,43,Female,Rural,Monthly,2023-10-25,12,42,46.041397857090494,1236.1185796259676,7,1,16,333,185,False,True,False
cust_601,2023-05-11,2023-08-11,49,Male,Suburban,Monthly,2023-01-31,41,28,39.627096074213085,4166.402857053205,7,7,21,237,117,True,True,True
cust_602,2022-12-31,2022-07-20,41,Female,Urban,Annual,2023-01-30,36,6,82.4241249451178,5117.502277870527,6,4,19,307,272,True,True,True
cust_603,2022-12-08,2023-06-06,63,Female,Rural,Annual,2023-09-19,60,49,90.02971190284342,1348.2168934391302,0,4,7,68,125,True,False,False
cust_604,2023-05-15,2023-05-20,52,Female,Suburban,Annual,2022-03-16,95,33,90.70131685313649,5033.840502190544,7,8,22,169,131,False,False,True
cust_605,2023-10-19,2023-11-19,54,Male,Rural,Annual,2022-04-08,78,31,37.51393130415938,2068.5883662438155,3,1,18,70,160,True,True,True
cust_606,2023-05-26,2022-02-08,49,Male,Suburban,Annual,2023-01-18,20,1,30.4655146895482,9353.609574287857,0,9,4,270,189,False,False,True
cust_607,2022-11-23,2022-03-01,24,Female,Rural,Annual,2023-09-15,2,25,44.91372504550847,4484.703418259097,0,1,10,148,80,False,True,False
cust_608,2022-08-05,2023-08-01,50,Male,Urban,Annual,2023-01-05,7,44,34.3986305971803,9949.012513467143,2,4,3,81,361,False,False,True
cust_609,2022-10-28,2022-11-17,48,Female,Rural,Annual,2022-10-12,69,10,71.88509805681934,465.11148267466274,2,0,3,0,199,True,False,True
cust_610,2022-05-12,2023-03-11,72,Female,Urban,Annual,2022-09-13,92,24,21.357104862958252,1275.8074436216482,9,4,14,9,345,True,False,True
cust_611,2022-03-11,2023-09-28,78,Female,Rural,Monthly,2022-11-05,82,18,65.86840840738813,4432.108005398813,0,4,7,146,83,True,True,True
