user_id,age,gender,country,language,subscription_type,subscription_start_date,monthly_price,watch_time,watch_history,search_history,likes,dislikes,comments,views,ad_impressions,ad_clicks,payment_method,last_payment_date,churn
954,51,male,Australia,German,Individual,2016-07-24 00:11:31.338267656,19.99,181,movies,movies,445,50,23,3526,82,8,google pay,2020-08-09 21:40:00.240048008,1
955,46,male,UK,English,Individual,2016-07-24 14:32:48.873774760,11.99,230,sports,comedy,230,72,37,1440,479,15,paypal,2020-08-10 03:15:18.183636728,1
956,33,female,UK,English,Student,2016-07-25 04:54:06.409281856,19.99,207,comedy,comedy,146,49,19,4149,302,12,google pay,2020-08-10 08:50:36.127225444,1
957,36,female,Canada,English,Family,2016-07-25 19:15:23.944788960,14.99,393,comedy,news,273,53,12,7806,96,9,paypal,2020-08-10 14:25:54.070814160,1
958,32,male,USA,English,Student,2016-07-26 09:36:41.480296064,19.99,216,movies,news,442,52,42,9425,109,34,debit card,2020-08-10 20:01:12.014402880,0
959,24,female,USA,English,Student,2016-07-26 23:57:59.015803160,19.99,336,tv shows,tv shows,353,95,14,1679,208,17,credit card,2020-08-11 01:36:29.957991596,0
960,32,female,Canada,Mandarin,Student,2016-07-27 14:19:16.551310264,19.99,540,music,sports,415,26,27,6111,137,18,debit card,2020-08-11 07:11:47.901580316,0
961,25,male,Canada,German,Family,2016-07-28 04:40:34.086817368,11.99,384,movies,movies,306,53,27,8514,176,43,credit card,2020-08-11 12:47:05.845169032,0
962,22,other,Australia,Spanish,Individual,2016-07-28 19:01:51.622324464,11.99,298,sports,sports,74,61,9,8326,159,45,google pay,2020-08-11 18:22:23.788757752,1
963,34,other,Australia,Spanish,Family,2016-07-29 09:23:09.157831568,14.99,58,news,tv shows,122,37,19,6625,317,1,debit card,2020-08-11 23:57:41.732346468,1
964,43,female,Canada,German,Student,2016-07-29 23:44:26.693338672,19.99,517,comedy,comedy,469,7,17,5930,50,26,credit card,2020-08-12 05:32:59.675935184,0
965,25,female,USA,Mandarin,Student,2016-07-30 14:05:44.228845768,19.99,24,tv shows,news,364,70,40,6578,330,16,credit card,2020-08-12 11:08:17.619523904,0
966,31,male,USA,German,Family,2016-07-31 04:27:01.764352872,14.99,325,sports,sports,52,34,5,1861,254,19,google pay,2020-08-12 16:43:35.563112620,0
967,44,male,Canada,English,Student,2016-07-31 18:48:19.299859976,24.99,297,tv shows,comedy,5,36,34,9655,235,22,paypal,2020-08-12 22:18:53.506701340,1
968,42,female,USA,German,Family,2016-08-01 09:09:36.835367072,14.99,457,tv shows,sports,54,56,11,9575,456,23,paypal,2020-08-13 03:54:11.450290056,0
969,18,male,USA,Mandarin,Family,2016-08-01 23:30:54.370874176,14.99,426,sports,sports,366,37,25,1664,421,17,google pay,2020-08-13 09:29:29.393878776,0
970,58,female,Canada,English,Individual,2016-08-02 13:52:11.906381280,24.99,192,comedy,tv shows,93,79,8,6358,462,23,debit card,2020-08-13 15:04:47.337467492,0
971,22,female,UK,German,Student,2016-08-03 04:13:29.441888376,24.99,358,movies,music,57,58,26,2871,216,21,debit card,2020-08-13 20:40:05.281056208,0
972,33,other,Canada,German,Family,2016-08-03 18:34:46.977395480,19.99,99,news,tv shows,483,14,29,752,191,39,debit card,2020-08-14 02:15:23.224644928,1
973,46,female,Canada,English,Individual,2016-08-04 08:56:04.512902584,24.99,387,comedy,comedy,375,4,31,2156,258,42,credit card,2020-08-14 07:50:41.168233644,1
974,42,male,UK,French,Family,2016-08-04 23:17:22.048409680,24.99,38,tv shows,movies,494,58,46,5160,291,22,paypal,2020-08-14 13:25:59.111822364,0
975,54,male,Australia,English,Individual,2016-08-05 13:38:39.583916784,14.99,489,sports,sports,2,86,13,3167,412,8,paypal,2020-08-14 19:01:17.055411080,0
976,23,female,USA,Spanish,Family,2016-08-06 03:59:57.119423888,19.99,599,music,tv shows,279,72,35,2525,483,32,google pay,2020-08-15 00:36:34.998999800,1
977,24,female,Australia,Mandarin,Family,2016-08-06 18:21:14.654930984,19.99,258,music,movies,489,98,17,8514,482,42,google pay,2020-08-15 06:11:52.942588516,1
978,58,male,UK,German,Family,2016-08-07 08:42:32.190438088,24.99,289,music,news,182,28,18,1994,89,7,credit card,2020-08-15 11:47:10.886177236,0
979,44,male,USA,German,Student,2016-08-07 23:03:49.725945192,14.99,291,music,music,421,3,15,9672,67,40,paypal,2020-08-15 17:22:28.829765952,1
980,19,male,UK,English,Student,2016-08-08 13:25:07.261452296,11.99,416,news,tv shows,339,57,0,1908,484,49,paypal,2020-08-15 22:57:46.773354668,1
981,59,male,Canada,English,Family,2016-08-09 03:46:24.796959392,24.99,200,movies,music,205,58,19,4608,380,27,google pay,2020-08-16 04:33:04.716943388,0
982,51,female,Canada,Spanish,Family,2016-08-09 18:07:42.332466496,19.99,373,music,news,210,34,40,4901,375,25,paypal,2020-08-16 10:08:22.660532104,0
983,36,male,USA,French,Student,2016-08-10 08:28:59.867973600,14.99,415,music,tv shows,246,100,25,2955,144,13,credit card,2020-08-16 15:43:40.604120824,1
984,49,other,Canada,Mandarin,Family,2016-08-10 22:50:17.403480696,14.99,113,movies,tv shows,166,59,50,2365,334,12,paypal,2020-08-16 21:18:58.547709540,1
985,32,male,Canada,French,Student,2016-08-11 13:11:34.938987800,11.99,589,movies,tv shows,64,30,38,8035,482,41,google pay,2020-08-17 02:54:16.491298260,1
986,23,male,Canada,French,Individual,2016-08-12 03:32:52.474494904,14.99,191,tv shows,movies,261,97,1,524,401,10,debit card,2020-08-17 08:29:34.434886976,0
987,40,female,UK,Mandarin,Family,2016-08-12 17:54:10.010002000,11.99,518,music,movies,487,64,46,7647,450,28,debit card,2020-08-17 14:04:52.378475692,0
988,46,male,Canada,French,Student,2016-08-13 08:15:27.545509104,14.99,533,movies,tv shows,22,9,16,4784,53,21,debit card,2020-08-17 19:40:10.322064412,1
989,31,female,UK,German,Individual,2016-08-13 22:36:45.081016208,14.99,65,tv shows,movies,332,96,2,7206,416,34,credit card,2020-08-18 01:15:28.265653128,0
990,34,male,Australia,English,Family,2016-08-14 12:58:02.616523304,19.99,447,sports,music,174,10,49,6424,354,9,debit card,2020-08-18 06:50:46.209241848,0
991,40,male,USA,Mandarin,Individual,2016-08-15 03:19:20.152030408,14.99,349,news,tv shows,35,68,31,8026,147,8,google pay,2020-08-18 12:26:04.152830564,0
992,49,female,UK,Spanish,Individual,2016-08-15 17:40:37.687537512,11.99,253,sports,sports,343,61,11,8367,463,23,google pay,2020-08-18 18:01:22.096419284,0
993,30,male,UK,English,Student,2016-08-16 08:01:55.223044608,11.99,385,comedy,music,378,35,29,6836,156,44,debit card,2020-08-18 23:36:40.040008000,0
994,27,male,Canada,Mandarin,Family,2016-08-16 22:23:12.758551712,14.99,130,comedy,tv shows,57,82,39,4399,296,45,paypal,2020-08-19 05:11:57.983596716,0
995,23,male,UK,English,Individual,2016-08-17 12:44:30.294058816,14.99,39,tv shows,tv shows,120,26,22,6194,498,46,google pay,2020-08-19 10:47:15.927185436,1
996,45,male,USA,German,Individual,2016-08-18 03:05:47.829565912,14.99,595,music,music,235,70,29,9952,474,24,google pay,2020-08-19 16:22:33.870774152,0
997,50,female,UK,English,Individual,2016-08-18 17:27:05.365073016,24.99,33,tv shows,sports,216,32,48,4123,365,34,google pay,2020-08-19 21:57:51.814362872,1
998,57,male,UK,French,Student,2016-08-19 07:48:22.900580120,14.99,381,tv shows,comedy,244,96,23,999,443,27,paypal,2020-08-20 03:33:09.757951588,1
999,44,other,USA,English,Student,2016-08-19 22:09:40.436087216,11.99,210,music,sports,427,47,49,3756,161,11,credit card,2020-08-20 09:08:27.701540308,1
1000,60,male,UK,German,Student,2016-08-20 12:30:57.971594320,24.99,401,movies,news,81,40,40,17,51,18,google pay,2020-08-20 14:43:45.645129024,1
1001,32,female,USA,English,Family,2016-08-21 02:52:15.507101424,19.99,322,news,sports,47,70,47,1216,205,38,debit card,2020-08-20 20:19:03.588717744,1
1002,32,male,UK,German,Family,2016-08-21 17:13:33.042608520,24.99,6,movies,sports,330,79,14,3052,448,40,paypal,2020-08-21 01:54:21.532306460,1
1003,21,other,Australia,Mandarin,Student,2016-08-22 07:34:50.578115624,14.99,84,tv shows,music,346,87,14,8693,106,40,google pay,2020-08-21 07:29:39.475895176,1
1004,19,female,Canada,Spanish,Individual,2016-08-22 21:56:08.113622728,11.99,85,movies,music,265,7,41,415,213,38,google pay,2020-08-21 13:04:57.419483896,1
1005,28,other,Australia,French,Individual,2016-08-23 12:17:25.649129824,19.99,69,music,movies,283,24,23,923,126,31,credit card,2020-08-21 18:40:15.363072612,1
1006,27,male,USA,German,Individual,2016-08-24 02:38:43.184636928,14.99,546,movies,sports,305,74,25,4865,206,17,paypal,2020-08-22 00:15:33.306661332,0
1007,51,other,UK,French,Individual,2016-08-24 17:00:00.720144032,19.99,117,news,comedy,334,90,49,481,72,5,google pay,2020-08-22 05:50:51.250250048,0
1008,45,other,Australia,German,Individual,2016-08-25 07:21:18.255651128,19.99,566,comedy,movies,339,69,43,8754,219,43,google pay,2020-08-22 11:26:09.193838768,0
1009,20,male,Australia,Mandarin,Individual,2016-08-25 21:42:35.791158232,19.99,106,comedy,news,243,31,20,1089,453,50,paypal,2020-08-22 17:01:27.137427484,1
1010,42,male,USA,Mandarin,Individual,2016-08-26 12:03:53.326665336,11.99,61,sports,sports,328,51,3,8951,191,33,credit card,2020-08-22 22:36:45.081016200,0
1011,33,male,Canada,French,Individual,2016-08-27 02:25:10.862172440,24.99,444,music,sports,39,91,15,5271,366,4,paypal,2020-08-23 04:12:03.024604920,1
1012,20,male,Canada,English,Individual,2016-08-27 16:46:28.397679536,11.99,45,movies,music,311,50,23,2461,422,40,debit card,2020-08-23 09:47:20.968193636,0
1013,41,other,USA,Spanish,Family,2016-08-28 07:07:45.933186640,24.99,468,movies,news,27,37,14,7362,369,47,credit card,2020-08-23 15:22:38.911782356,0
1014,42,female,USA,French,Individual,2016-08-28 21:29:03.468693744,19.99,273,sports,comedy,243,96,16,6947,132,22,debit card,2020-08-23 20:57:56.855371072,1
1015,35,other,Australia,French,Student,2016-08-29 11:50:21.004200840,19.99,419,comedy,tv shows,233,12,12,2616,57,46,paypal,2020-08-24 02:33:14.798959792,0
1016,32,female,UK,English,Student,2016-08-30 02:11:38.539707944,19.99,540,music,sports,488,92,24,5116,420,26,google pay,2020-08-24 08:08:32.742548508,0
1017,23,male,Australia,English,Family,2016-08-30 16:32:56.075215048,24.99,336,music,tv shows,53,82,6,1416,40,1,debit card,2020-08-24 13:43:50.686137228,0
1018,29,male,USA,German,Student,2016-08-31 06:54:13.610722144,11.99,343,sports,tv shows,472,49,48,3888,206,40,credit card,2020-08-24 19:19:08.629725944,0
1019,35,other,USA,English,Student,2016-08-31 21:15:31.146229248,19.99,466,music,sports,80,25,4,2024,375,5,paypal,2020-08-25 00:54:26.573314660,0
1020,42,female,USA,Spanish,Family,2016-09-01 11:36:48.681736352,11.99,72,news,music,456,5,27,9635,500,27,credit card,2020-08-25 06:29:44.516903380,1
1021,37,male,Australia,German,Family,2016-09-02 01:58:06.217243448,11.99,66,music,tv shows,296,50,40,2103,228,42,debit card,2020-08-25 12:05:02.460492096,1
1022,49,female,Australia,French,Student,2016-09-02 16:19:23.752750552,19.99,17,tv shows,tv shows,276,4,23,6096,52,11,credit card,2020-08-25 17:40:20.404080816,0
1023,47,female,USA,Spanish,Individual,2016-09-03 06:40:41.288257656,14.99,162,comedy,movies,358,39,43,1764,380,31,google pay,2020-08-25 23:15:38.347669532,1
1024,60,female,USA,French,Individual,2016-09-03 21:01:58.823764752,14.99,27,music,comedy,36,0,21,8318,73,25,debit card,2020-08-26 04:50:56.291258252,0
1025,31,other,Australia,French,Family,2016-09-04 11:23:16.359271856,14.99,431,tv shows,comedy,320,84,38,1718,345,49,credit card,2020-08-26 10:26:14.234846968,0
1026,44,other,Australia,German,Student,2016-09-05 01:44:33.894778960,11.99,7,news,movies,427,58,27,2529,63,39,credit card,2020-08-26 16:01:32.178435684,0
1027,27,other,Australia,Mandarin,Student,2016-09-05 16:05:51.430286056,14.99,232,news,music,395,34,27,603,309,47,paypal,2020-08-26 21:36:50.122024404,0
1028,24,male,UK,Mandarin,Individual,2016-09-06 06:27:08.965793160,14.99,434,comedy,music,351,16,20,9152,198,8,credit card,2020-08-27 03:12:08.065613120,0
1029,25,other,USA,Mandarin,Student,2016-09-06 20:48:26.501300264,11.99,145,comedy,comedy,290,9,7,156,84,41,debit card,2020-08-27 08:47:26.009201840,1
1030,60,female,UK,Spanish,Individual,2016-09-07 11:09:44.036807360,19.99,227,movies,movies,334,27,23,3387,93,40,credit card,2020-08-27 14:22:43.952790556,1
1031,35,female,USA,English,Individual,2016-09-08 01:31:01.572314464,14.99,353,news,movies,79,50,13,2082,372,17,paypal,2020-08-27 19:58:01.896379276,0
1032,19,male,USA,German,Family,2016-09-08 15:52:19.107821568,14.99,269,movies,tv shows,92,66,44,1636,317,34,debit card,2020-08-28 01:33:19.839967992,0
1033,37,other,Australia,Spanish,Individual,2016-09-09 06:13:36.643328664,24.99,71,comedy,tv shows,224,69,41,245,68,22,debit card,2020-08-28 07:08:37.783556708,1
1034,22,male,Canada,French,Student,2016-09-09 20:34:54.178835768,14.99,144,tv shows,sports,50,13,40,6261,237,7,google pay,2020-08-28 12:43:55.727145428,0
1035,48,other,USA,English,Family,2016-09-10 10:56:11.714342872,14.99,234,comedy,movies,391,80,14,2389,34,44,google pay,2020-08-28 18:19:13.670734144,0
1036,20,female,Australia,Spanish,Family,2016-09-11 01:17:29.249849968,24.99,347,tv shows,movies,92,95,14,1734,84,21,debit card,2020-08-28 23:54:31.614322864,1
1037,41,female,Australia,French,Individual,2016-09-11 15:38:46.785357072,24.99,33,sports,music,462,100,28,1149,76,5,paypal,2020-08-29 05:29:49.557911580,1
1038,41,other,Canada,German,Family,2016-09-12 06:00:04.320864176,19.99,33,movies,comedy,248,51,14,2333,248,0,google pay,2020-08-29 11:05:07.501500300,1
1039,53,other,Australia,Spanish,Individual,2016-09-12 20:21:21.856371272,19.99,41,comedy,news,91,1,5,4849,19,50,debit card,2020-08-29 16:40:25.445089016,0
1040,42,other,Australia,Mandarin,Family,2016-09-13 10:42:39.391878376,19.99,88,movies,news,232,35,37,6319,79,25,google pay,2020-08-29 22:15:43.388677736,0
1041,25,male,Australia,German,Individual,2016-09-14 01:03:56.927385480,11.99,541,sports,news,351,6,50,4696,389,28,paypal,2020-08-30 03:51:01.332266452,0
1042,33,female,Canada,French,Student,2016-09-14 15:25:14.462892584,11.99,393,comedy,sports,370,26,47,746,401,6,credit card,2020-08-30 09:26:19.275855168,1
1043,59,female,USA,German,Student,2016-09-15 05:46:31.998399680,11.99,227,sports,sports,244,90,20,7602,427,8,paypal,2020-08-30 15:01:37.219443888,0
1044,35,other,UK,English,Family,2016-09-15 20:07:49.533906784,11.99,67,movies,movies,478,54,47,620,493,40,paypal,2020-08-30 20:36:55.163032604,0
1045,32,male,Canada,English,Individual,2016-09-16 10:29:07.069413888,24.99,215,movies,news,11,100,9,4386,497,39,credit card,2020-08-31 02:12:13.106621324,0
1046,34,female,Canada,French,Family,2016-09-17 00:50:24.604920984,14.99,577,comedy,comedy,478,11,39,6445,134,13,google pay,2020-08-31 07:47:31.050210040,0
1047,51,male,USA,Spanish,Student,2016-09-17 15:11:42.140428088,11.99,543,sports,tv shows,312,54,46,3039,368,39,google pay,2020-08-31 13:22:48.993798760,0
1048,40,male,Australia,Spanish,Family,2016-09-18 05:32:59.675935192,19.99,433,sports,sports,178,33,43,1188,181,17,paypal,2020-08-31 18:58:06.937387476,1
1049,47,other,Canada,French,Family,2016-09-18 19:54:17.211442288,14.99,99,movies,news,335,32,10,106,386,47,credit card,2020-09-01 00:33:24.880976192,0
1050,60,male,Australia,German,Individual,2016-09-19 10:15:34.746949392,24.99,529,music,tv shows,17,50,37,8393,450,8,google pay,2020-09-01 06:08:42.824564912,1
1051,23,male,UK,French,Individual,2016-09-20 00:36:52.282456496,14.99,303,tv shows,sports,256,89,10,7745,486,18,paypal,2020-09-01 11:44:00.768153628,1
1052,53,other,USA,German,Student,2016-09-20 14:58:09.817963592,19.99,122,music,news,451,66,10,312,274,48,google pay,2020-09-01 17:19:18.711742348,0
1053,40,other,USA,German,Student,2016-09-21 05:19:27.353470696,11.99,484,sports,tv shows,209,40,1,4452,398,7,paypal,2020-09-01 22:54:36.655331064,0
1054,26,other,USA,French,Individual,2016-09-21 19:40:44.888977800,19.99,402,news,news,66,60,11,2210,46,25,credit card,2020-09-02 04:29:54.598919784,0
1055,45,other,Australia,French,Individual,2016-09-22 10:02:02.424484896,11.99,556,tv shows,music,116,68,41,1801,271,22,credit card,2020-09-02 10:05:12.542508500,1
1056,48,male,Canada,English,Family,2016-09-23 00:23:19.959992000,24.99,98,music,sports,1,64,14,483,464,34,google pay,2020-09-02 15:40:30.486097220,1
1057,30,female,Australia,Spanish,Individual,2016-09-23 14:44:37.495499104,24.99,434,news,comedy,382,22,49,2965,142,3,google pay,2020-09-02 21:15:48.429685936,0
1058,28,male,Australia,Mandarin,Family,2016-09-24 05:05:55.031006200,14.99,139,sports,movies,486,1,35,14,500,7,paypal,2020-09-03 02:51:06.373274652,0
1059,44,male,USA,Mandarin,Individual,2016-09-24 19:27:12.566513304,11.99,41,tv shows,music,406,64,34,136,336,20,google pay,2020-09-03 08:26:24.316863372,1
1060,42,female,USA,Mandarin,Student,2016-09-25 09:48:30.102020408,24.99,221,tv shows,music,467,39,27,5286,470,26,paypal,2020-09-03 14:01:42.260452088,1
1061,54,male,Canada,Mandarin,Individual,2016-09-26 00:09:47.637527504,19.99,101,movies,music,206,90,0,8233,235,7,credit card,2020-09-03 19:37:00.204040808,0
1062,52,female,UK,English,Individual,2016-09-26 14:31:05.173034608,14.99,35,news,movies,69,15,50,1057,190,31,paypal,2020-09-04 01:12:18.147629524,0
1063,40,other,Australia,French,Student,2016-09-27 04:52:22.708541712,19.99,381,tv shows,tv shows,381,55,5,3041,244,37,paypal,2020-09-04 06:47:36.091218244,0
1064,20,female,UK,German,Student,2016-09-27 19:13:40.244048808,14.99,288,tv shows,movies,307,75,11,2788,384,31,debit card,2020-09-04 12:22:54.034806960,0
1065,47,male,USA,English,Individual,2016-09-28 09:34:57.779555912,14.99,538,news,news,330,3,0,5264,327,3,google pay,2020-09-04 17:58:11.978395676,1
1066,28,other,Canada,English,Student,2016-09-28 23:56:15.315063016,14.99,320,music,tv shows,354,48,16,4286,86,5,paypal,2020-09-04 23:33:29.921984396,0
1067,22,female,USA,Spanish,Individual,2016-09-29 14:17:32.850570112,11.99,327,news,tv shows,339,43,19,4758,36,15,credit card,2020-09-05 05:08:47.865573112,0
1068,18,male,USA,Mandarin,Family,2016-09-30 04:38:50.386077216,19.99,204,comedy,comedy,223,18,16,8354,34,34,paypal,2020-09-05 10:44:05.809161832,0
1069,49,other,Canada,French,Individual,2016-09-30 19:00:07.921584320,19.99,473,movies,movies,442,91,11,6007,443,7,debit card,2020-09-05 16:19:23.752750548,1
1070,24,male,USA,English,Student,2016-10-01 09:21:25.457091416,11.99,410,sports,tv shows,404,36,14,7583,441,46,paypal,2020-09-05 21:54:41.696339268,1
1071,22,female,UK,Mandarin,Family,2016-10-01 23:42:42.992598520,11.99,102,comedy,comedy,30,53,24,1997,417,7,credit card,2020-09-06 03:29:59.639927984,0
1072,49,other,Canada,Mandarin,Individual,2016-10-02 14:04:00.528105624,11.99,458,music,news,181,94,28,4651,321,0,credit card,2020-09-06 09:05:17.583516700,0
1073,56,female,USA,Mandarin,Student,2016-10-03 04:25:18.063612728,19.99,271,news,news,41,65,17,9071,249,23,debit card,2020-09-06 14:40:35.527105420,0
1074,58,female,UK,French,Individual,2016-10-03 18:46:35.599119824,24.99,466,tv shows,sports,189,26,7,9212,248,19,debit card,2020-09-06 20:15:53.470694136,0
1075,57,other,Australia,Mandarin,Individual,2016-10-04 09:07:53.134626928,19.99,394,news,comedy,67,46,27,4916,334,18,google pay,2020-09-07 01:51:11.414282856,1
1076,52,other,UK,English,Student,2016-10-04 23:29:10.670134032,24.99,258,news,movies,222,33,3,6372,192,22,debit card,2020-09-07 07:26:29.357871572,0
1077,38,male,Australia,French,Family,2016-10-05 13:50:28.205641128,11.99,179,news,music,450,35,16,3119,31,9,debit card,2020-09-07 13:01:47.301460292,0
1078,47,female,USA,Mandarin,Individual,2016-10-06 04:11:45.741148232,14.99,599,tv shows,tv shows,297,8,17,957,499,50,credit card,2020-09-07 18:37:05.245049008,1
1079,59,male,USA,Spanish,Individual,2016-10-06 18:33:03.276655336,19.99,155,comedy,tv shows,267,74,40,6746,242,14,debit card,2020-09-08 00:12:23.188637728,0
1080,51,male,Australia,Spanish,Family,2016-10-07 08:54:20.812162432,11.99,529,news,movies,69,33,28,5887,288,27,paypal,2020-09-08 05:47:41.132226444,0
1081,35,male,UK,Spanish,Family,2016-10-07 23:15:38.347669536,19.99,31,tv shows,movies,21,37,29,4640,336,16,paypal,2020-09-08 11:22:59.075815160,0
1082,55,male,UK,French,Family,2016-10-08 13:36:55.883176640,11.99,207,movies,comedy,23,87,15,4924,128,11,credit card,2020-09-08 16:58:17.019403880,0
1083,21,female,USA,Spanish,Family,2016-10-09 03:58:13.418683736,14.99,73,tv shows,tv shows,406,47,38,6041,271,2,debit card,2020-09-08 22:33:34.962992596,1
1084,39,female,Australia,French,Family,2016-10-09 18:19:30.954190840,24.99,533,sports,movies,3,9,17,2736,131,2,paypal,2020-09-09 04:08:52.906581316,1
1085,33,male,Canada,French,Individual,2016-10-10 08:40:48.489697944,11.99,564,news,music,20,28,20,9259,329,29,paypal,2020-09-09 09:44:10.850170032,1
1086,43,female,UK,French,Individual,2016-10-10 23:02:06.025205040,11.99,140,comedy,comedy,63,55,1,3165,44,34,debit card,2020-09-09 15:19:28.793758752,0
1087,57,male,USA,Mandarin,Student,2016-10-11 13:23:23.560712144,24.99,32,music,news,56,88,10,5003,69,37,paypal,2020-09-09 20:54:46.737347468,1
1088,52,female,Canada,French,Family,2016-10-12 03:44:41.096219248,19.99,301,music,news,27,33,1,7773,124,6,credit card,2020-09-10 02:30:04.680936184,0
1089,50,male,UK,English,Student,2016-10-12 18:05:58.631726344,11.99,284,movies,sports,181,48,15,9702,10,5,paypal,2020-09-10 08:05:22.624524904,1
1090,47,male,Australia,French,Individual,2016-10-13 08:27:16.167233448,11.99,588,tv shows,movies,223,49,26,4455,320,2,google pay,2020-09-10 13:40:40.568113620,1
1091,44,female,UK,German,Family,2016-10-13 22:48:33.702740552,24.99,290,tv shows,movies,457,64,33,7171,2,4,paypal,2020-09-10 19:15:58.511702340,0
1092,30,other,UK,Mandarin,Student,2016-10-14 13:09:51.238247648,24.99,599,movies,music,497,29,23,6129,183,2,debit card,2020-09-11 00:51:16.455291056,0
1093,57,male,Canada,Spanish,Student,2016-10-15 03:31:08.773754752,14.99,290,tv shows,sports,214,38,50,4123,397,33,credit card,2020-09-11 06:26:34.398879776,0
1094,47,female,UK,German,Family,2016-10-15 17:52:26.309261856,19.99,101,tv shows,movies,434,9,5,6821,337,4,google pay,2020-09-11 12:01:52.342468492,0
1095,27,male,UK,English,Individual,2016-10-16 08:13:43.844768952,14.99,228,music,comedy,282,92,40,7672,249,32,google pay,2020-09-11 17:37:10.286057208,1
1096,29,male,Australia,Spanish,Individual,2016-10-16 22:35:01.380276056,14.99,392,sports,music,456,16,41,3157,90,13,credit card,2020-09-11 23:12:28.229645928,1
1097,25,other,UK,German,Individual,2016-10-17 12:56:18.915783160,24.99,572,tv shows,sports,275,42,23,7849,402,33,credit card,2020-09-12 04:47:46.173234644,0
1098,25,other,UK,German,Family,2016-10-18 03:17:36.451290256,19.99,340,movies,movies,113,83,37,1694,467,30,paypal,2020-09-12 10:23:04.116823364,1
1099,27,other,Canada,English,Individual,2016-10-18 17:38:53.986797360,19.99,409,tv shows,tv shows,482,83,21,5957,122,46,debit card,2020-09-12 15:58:22.060412080,1
1100,59,other,USA,Mandarin,Individual,2016-10-19 08:00:11.522304464,14.99,438,music,movies,282,77,39,8067,2,17,debit card,2020-09-12 21:33:40.004000800,1
1101,45,other,Australia,English,Family,2016-10-19 22:21:29.057811568,24.99,305,music,music,303,51,11,6118,275,5,google pay,2020-09-13 03:08:57.947589516,0
1102,43,male,USA,German,Family,2016-10-20 12:42:46.593318664,11.99,513,news,news,167,70,18,7050,299,9,credit card,2020-09-13 08:44:15.891178236,1
1103,50,other,USA,French,Family,2016-10-21 03:04:04.128825768,24.99,420,music,sports,205,36,7,3179,201,25,debit card,2020-09-13 14:19:33.834766952,1
1104,59,female,USA,English,Student,2016-10-21 17:25:21.664332872,11.99,331,sports,music,221,94,11,4599,358,8,credit card,2020-09-13 19:54:51.778355668,0
1105,24,female,Australia,Spanish,Individual,2016-10-22 07:46:39.199839968,14.99,189,comedy,comedy,19,59,0,6160,30,33,credit card,2020-09-14 01:30:09.721944388,1
1106,26,other,Canada,French,Family,2016-10-22 22:07:56.735347072,11.99,189,movies,comedy,33,63,49,5941,235,37,credit card,2020-09-14 07:05:27.665533104,0
1107,29,other,UK,Spanish,Student,2016-10-23 12:29:14.270854176,11.99,404,music,comedy,110,34,1,3289,248,35,credit card,2020-09-14 12:40:45.609121824,1
1108,45,other,Australia,English,Family,2016-10-24 02:50:31.806361272,11.99,187,tv shows,sports,258,29,33,4569,256,24,credit card,2020-09-14 18:16:03.552710540,1
1109,29,female,Canada,English,Family,2016-10-24 17:11:49.341868376,11.99,400,music,music,150,15,16,3344,284,20,google pay,2020-09-14 23:51:21.496299260,1
1110,53,other,Australia,Mandarin,Student,2016-10-25 07:33:06.877375480,14.99,65,comedy,news,127,72,46,4451,276,32,credit card,2020-09-15 05:26:39.439887976,1
1111,20,other,USA,English,Family,2016-10-25 21:54:24.412882576,11.99,270,sports,comedy,129,77,5,41,330,19,google pay,2020-09-15 11:01:57.383476692,0
1112,21,female,USA,French,Student,2016-10-26 12:15:41.948389680,11.99,224,news,music,426,75,49,1690,74,1,debit card,2020-09-15 16:37:15.327065412,0
1113,29,other,Canada,French,Individual,2016-10-27 02:36:59.483896784,19.99,247,movies,music,130,90,18,6032,123,16,credit card,2020-09-15 22:12:33.270654128,1
1114,32,female,Australia,English,Family,2016-10-27 16:58:17.019403880,24.99,262,music,tv shows,485,37,42,2332,310,10,google pay,2020-09-16 03:47:51.214242848,0
1115,20,female,Australia,German,Individual,2016-10-28 07:19:34.554910984,14.99,28,sports,tv shows,486,33,17,7214,81,38,credit card,2020-09-16 09:23:09.157831564,1
1116,28,female,UK,English,Student,2016-10-28 21:40:52.090418088,14.99,225,news,comedy,472,32,42,5725,486,26,credit card,2020-09-16 14:58:27.101420284,1
1117,53,other,UK,German,Individual,2016-10-29 12:02:09.625925184,11.99,198,music,music,487,28,30,9841,127,40,paypal,2020-09-16 20:33:45.045009000,1
1118,24,female,Australia,German,Family,2016-10-30 02:23:27.161432288,11.99,62,sports,comedy,90,64,21,7358,57,34,credit card,2020-09-17 02:09:02.988597720,0
1119,20,female,USA,Spanish,Student,2016-10-30 16:44:44.696939392,19.99,357,news,news,186,7,18,6504,393,19,paypal,2020-09-17 07:44:20.932186436,0
1120,18,other,Canada,Mandarin,Family,2016-10-31 07:06:02.232446488,24.99,221,news,comedy,320,4,23,5491,154,8,credit card,2020-09-17 13:19:38.875775152,0
1121,29,other,UK,Mandarin,Individual,2016-10-31 21:27:19.767953592,11.99,142,comedy,news,372,87,37,3952,292,42,debit card,2020-09-17 18:54:56.819363872,1
1122,39,female,Australia,Spanish,Family,2016-11-01 11:48:37.303460696,19.99,487,comedy,sports,106,76,31,4078,209,30,debit card,2020-09-18 00:30:14.762952588,1
